Name,First Name,Last Name,Team,Position,OVR
Akeem Dent,Akeem,Dent,Falcons,MLB,66
Spencer Adkins,Spencer,Adkins,Falcons,LOLB,66
Josh Mauga,Josh,Mauga,Jets,MLB,66
Ashlee Palmer,Ashlee,Palmer,Lions,MLB,66
Isaiah Ekejiuba,Isaiah,Ekejiuba,Lions,ROLB,66
Jordan Senn,Jordan,Senn,Panthers,LOLB,66
Dane Fletcher,Dane,Fletcher,Patriots,MLB,66
Darryl Blackstock,Darryl,Blackstock,Raiders,ROLB,66
Jason Worilds,Jason,Worilds,Steelers,ROLB,66
Brian Iwuh,Brian,Iwuh,Bears,ROLB,65
Nate Irving,Nate,Irving,Broncos,MLB,65
Justin Houston,Justin,Houston,Chiefs,ROLB,65
Greg Jones,Greg,Jones,Giants,MLB,65
Garrett McIntyre,Garrett,McIntyre,Jets,ROLB,65
Omar Gaither,Omar,Gaither,Panthers,ROLB,65
Tracy White,Tracy,White,Patriots,LOLB,65
Sam Acho,Sam,Acho,Cardinals,LOLB,64
Cameron Sheffield,Cameron,Sheffield,Chiefs,LOLB,64
Patrick Bailey,Patrick,Bailey,Titans,LOLB,64
Marvin Mitchell,Marvin,Mitchell,Dolphins,MLB,64
Jason Phillips,Jason,Phillips,Ravens,MLB,64
Mark Herzlich,Mark,Herzlich,Giants,ROLB,63
Rob Jackson,Rob,Jackson,Redskins,ROLB,63
Jonathan Casillas,Jonathan,Casillas,Saints,ROLB,63
Matt McCoy,Matt,McCoy,Seahawks,LOLB,62
Jonas Mouton,Jonas,Mouton,Chargers,MLB,62
Greg Lloyd,Greg,Lloyd,Eagles,MLB,62
K.J. Wright,K.J.,Wright,Seahawks,MLB,62
Jacob Cutrera,Jacob,Cutrera,Jaguars,LOLB,62
Jamaal Westerman,Jamaal,Westerman,Jets,LOLB,62
D.J. Smith,D.J.,Smith,Packers,MLB,62
Dekoda Watson,Dekoda,Watson,Buccaneers,LOLB,61
Keaton Kristick,Keaton,Kristick,49ers,MLB,61
Vic So'oto,Vic,So'oto,Packers,LOLB,61
Bruce Davis,Bruce,Davis,Raiders,LOLB,61
Chris Carter,Chris,Carter,Steelers,LOLB,60
Nick Bellore,Nick,Bellore,Jets,MLB,60
Chris Carter,Chris,Carter,Steelers,LOLB,60
Dontay Moch,Dontay,Moch,Bengals,LOLB,59
Titus Brown,Titus,Brown,Browns,MLB,59
Doug Hogue,Doug,Hogue,Lions,LOLB,59
Perry Riley,Perry,Riley,Redskins,MLB,59
Danny Batten,Danny,Batten,Bills,ROLB,58
Andrew Gachkar,Andrew,Gachkar,Chargers,MLB,58
Josh Hull,Josh,Hull,Rams,MLB,58
Nate Triplett,Nate,Triplett,Colts,MLB,57
Austin Spitler,Austin,Spitler,Dolphins,MLB,57
Robert Francois,Robert,Francois,Packers,MLB,57
Stevenson Sylvester,Stevenson,Sylvester,Steelers,MLB,57
Chris White,Chris,White,Bills,MLB,56
Blake Costanzo,Blake,Costanzo,49ers,MLB,56
Jacquian Williams,Jacquian,Williams,Giants,LOLB,56
Tim Shaw,Tim,Shaw,Titans,MLB,56
J.T. Thomas,J.T.,Thomas,Bears,LOLB,55
Mike Mohamed,Mike,Mohamed,Broncos,ROLB,54
Cory Greenwood,Cory,Greenwood,Chiefs,MLB,54
Brian Rolle,Brian,Rolle,Eagles,ROLB,54
Kenny Onatolu,Kenny,Onatolu,Vikings,LOLB,54
Dan Skuta,Dan,Skuta,Bengals,MLB,53
Kyle Bosworth,Kyle,Bosworth,Jaguars,ROLB,53
Jeremy Cain,Jeremy,Cain,Jaguars,MLB,53
Bryan Braman,Bryan,Braman,Texans,ROLB,53
Dom DeCicco,Dom,DeCicco,Bears,MLB,52
Alex Albright,Alex,Albright,Cowboys,ROLB,52
Jabara Williams,Jabara,Williams,Rams,LOLB,52
Ken Amato,Ken,Amato,Titans,MLB,51
Adrian Moten,Adrian,Moten,Colts,ROLB,50
Jon Dorenbos,Jon,Dorenbos,Eagles,LOLB,49
Malcolm Smith,Malcolm,Smith,Seahawks,ROLB,49
Robert Eddins,Robert,Eddins,Bills,LOLB,48
Quinton Spears,Quinton,Spears,Browns,ROLB,48
Spencer Paysinger,Spencer,Paysinger,Giants,MLB,47
Thomas Williams,Thomas,Williams,Panthers,MLB,47
Larry Dean,Larry,Dean,Vikings,ROLB,46
Justin Drescher,Justin,Drescher,Saints,LOLB,43
Shane Lechler,Shane,Lechler,Raiders,P,98
Sam Koch,Sam,Koch,Ravens,P,96
Ryan Longwell,Ryan,Longwell,Vikings,K,96
Rob Bironas,Rob,Bironas,Titans,K,95
Robbie Gould,Robbie,Gould,Bears,K,93
Nate Kaeding,Nate,Kaeding,Chargers,K,93
Donnie Jones,Donnie,Jones,Rams,P,92
David Akers,David,Akers,49ers,K,91
Adam Vinatieri,Adam,Vinatieri,Colts,K,91
Andy Lee,Andy,Lee,49ers,P,90
Mat McBriar,Mat,McBriar,Cowboys,P,90
John Kasay,John,Kasay,Saints,K,89
Jay Feely,Jay,Feely,Cardinals,K,89
Brian Moorman,Brian,Moorman,Bills,P,89
Olindo Mare,Olindo,Mare,Panthers,K,88
Dustin Colquitt,Dustin,Colquitt,Chiefs,P,88
Billy Cundiff,Billy,Cundiff,Ravens,K,88
Jason Hanson,Jason,Hanson,Lions,K,88
Stephen Gostkowski,Stephen,Gostkowski,Patriots,K,87
Josh Brown,Josh,Brown,Rams,K,87
Phil Dawson,Phil,Dawson,Browns,K,87
Sebastian Janikowski,Sebastian,Janikowski,Raiders,K,86
Matt Bryant,Matt,Bryant,Falcons,K,84
Jon Ryan,Jon,Ryan,Seahawks,P,83
Neil Rackers,Neil,Rackers,Texans,K,83
Mike Scifres,Mike,Scifres,Chargers,P,83
Brandon Fields,Brandon,Fields,Dolphins,P,83
Rian Lindell,Rian,Lindell,Bills,K,83
Thomas Morstead,Thomas,Morstead,Saints,P,81
Josh Scobee,Josh,Scobee,Jaguars,K,81
Matt Turk,Matt,Turk,Jaguars,P,81
Matt Prater,Matt,Prater,Broncos,K,80
Dan Carpenter,Dan,Carpenter,Dolphins,K,79
Jason Baker,Jason,Baker,Panthers,P,79
Michael Koenen,Michael,Koenen,Buccaneers,P,79
Daniel Sepulveda,Daniel,Sepulveda,Steelers,P,79
Garrett Hartley,Garrett,Hartley,Saints,K,78
Zoltan Mesko,Zoltan,Mesko,Patriots,P,77
Ryan Succop,Ryan,Succop,Chiefs,K,77
Chris Kluwe,Chris,Kluwe,Vikings,P,77
Tim Masthay,Tim,Masthay,Packers,P,76
Dave Zastudil,Dave,Zastudil,Cardinals,P,76
Kevin Huber,Kevin,Huber,Bengals,P,74
Lawrence Tynes,Lawrence,Tynes,Giants,K,74
Mike Nugent,Mike,Nugent,Bengals,K,73
Pat McAfee,Pat,McAfee,Colts,P,73
Shaun Suisham,Shaun,Suisham,Steelers,K,73
Mason Crosby,Mason,Crosby,Packers,K,72
Britton Colquitt,Britton,Colquitt,Broncos,P,72
Connor Barth,Connor,Barth,Buccaneers,K,71
Nick Folk,Nick,Folk,Jets,K,71
Adam Podlesh,Adam,Podlesh,Bears,P,71
Sav Rocca,Sav,Rocca,Redskins,P,69
David Buehler,David,Buehler,Cowboys,K,67
Alex Henery,Alex,Henery,Eagles,K,66
Steve Weatherford,Steve,Weatherford,Giants,P,66
Graham Gano,Graham,Gano,Redskins,K,66
Steven Hauschka,Steven,Hauschka,Seahawks,K,65
Brett Kern,Brett,Kern,Titans,P,63
Dan Bailey,Dan,Bailey,Cowboys,K,62
Matt Bosher,Matt,Bosher,Falcons,P,60
T.J. Conley,T.J.,Conley,Jets,P,51
Richmond McGee,Richmond,McGee,Browns,P,49
Chas Henry,Chas,Henry,Eagles,P,45
Ryan Donahue,Ryan,Donahue,Lions,P,44
Brett Hartmann,Brett,Hartmann,Texans,P,40
Haloti Ngata,Haloti,Ngata,Ravens,RE,97
Kevin Williams,Kevin,Williams,Vikings,DT,97
Vince Wilfork,Vince,Wilfork,Patriots,DT,96
Julius Peppers,Julius,Peppers,Bears,RE,95
Jared Allen,Jared,Allen,Vikings,RE,94
Justin Tuck,Justin,Tuck,Giants,LE,94
Trent Cole,Trent,Cole,Eagles,RE,93
Kyle Williams,Kyle,Williams,Bills,DT,93
Richard Seymour,Richard,Seymour,Raiders,DT,93
John Abraham,John,Abraham,Falcons,RE,93
Robert Mathis,Robert,Mathis,Colts,LE,93
Dwight Freeney,Dwight,Freeney,Colts,RE,93
Jay Ratliff,Jay,Ratliff,Cowboys,DT,92
Justin Smith,Justin,Smith,49ers,RE,92
Casey Hampton,Casey,Hampton,Steelers,DT,92
Aaron Smith,Aaron,Smith,Steelers,LE,91
Cullen Jenkins,Cullen,Jenkins,Eagles,DT,91
Elvis Dumervil,Elvis,Dumervil,Broncos,RE,91
Jason Babin,Jason,Babin,Eagles,LE,90
Darnell Dockett,Darnell,Dockett,Cardinals,RE,89
Osi Umenyiora,Osi,Umenyiora,Giants,RE,89
Ndamukong Suh,Ndamukong,Suh,Lions,DT,89
Chris Long,Chris,Long,Rams,LE,89
B.J. Raji,B.J.,Raji,Packers,DT,88
Ray Edwards,Ray,Edwards,Falcons,LE,88
Kendall Langford,Kendall,Langford,Dolphins,LE,88
Will Smith,Will,Smith,Saints,RE,88
Aubrayo Franklin,Aubrayo,Franklin,Saints,DT,88
Brett Keisel,Brett,Keisel,Steelers,RE,88
Matt Roth,Matt,Roth,Jaguars,LE,88
Chris Clemons,Chris,Clemons,Seahawks,LE,87
Jonathan Babineaux,Jonathan,Babineaux,Falcons,DT,87
Terrance Knighton,Terrance,Knighton,Jaguars,DT,87
Randy Starks,Randy,Starks,Dolphins,RE,86
Sedrick Ellis,Sedrick,Ellis,Saints,DT,86
Shaun Rogers,Shaun,Rogers,Saints,DT,86
Corey Williams,Corey,Williams,Lions,DT,86
Mike Patterson,Mike,Patterson,Eagles,DT,86
Aaron Kampman,Aaron,Kampman,Jaguars,RE,86
Charles Johnson,Charles,Johnson,Panthers,RE,86
Paul Soliai,Paul,Soliai,Dolphins,DT,86
Shaun Ellis,Shaun,Ellis,Patriots,LE,85
Tommy Kelly,Tommy,Kelly,Raiders,DT,85
Brandon Mebane,Brandon,Mebane,Seahawks,DT,85
Cliff Avril,Cliff,Avril,Lions,LE,85
Carlos Dunlap,Carlos,Dunlap,Bengals,LE,84
Tyson Alualu,Tyson,Alualu,Jaguars,DT,84
Barry Cofield,Barry,Cofield,Redskins,DT,84
Domata Peko,Domata,Peko,Bengals,DT,84
Justin Bannan,Justin,Bannan,Rams,DT,84
Barry Cofield,Barry,Cofield,Redskins,DT,84
Dwan Edwards,Dwan,Edwards,Bills,RE,83
Jermaine Cunningham,Jermaine,Cunningham,Patriots,LE,83
Kelly Gregg,Kelly,Gregg,Chiefs,DT,83
Antonio Smith,Antonio,Smith,Texans,RE,83
Albert Haynesworth,Albert,Haynesworth,Patriots,DT,83
Ryan Pickett,Ryan,Pickett,Packers,LE,83
Israel Idonije,Israel,Idonije,Bears,LE,82
Jason Jones,Jason,Jones,Titans,RE,82
J.J. Watt,J.J.,Watt,Texans,LE,82
Marcell Dareus,Marcell,Dareus,Bills,LE,82
Ty Warren,Ty,Warren,Broncos,DT,82
Fred Robbins,Fred,Robbins,Rams,DT,82
Isaac Sopoaga,Isaac,Sopoaga,49ers,DT,82
Lamarr Houston,Lamarr,Houston,Raiders,LE,82
James Hall,James,Hall,Rams,RE,82
Cory Redding,Cory,Redding,Ravens,LE,82
Anthony Adams,Anthony,Adams,Bears,DT,81
Mike Devito,Mike,Devito,Jets,RE,81
Ahtyba Rubin,Ahtyba,Rubin,Browns,DT,81
Trevor Scott,Trevor,Scott,Raiders,LE,81
Gerald McCoy,Gerald,McCoy,Buccaneers,DT,81
Ron Edwards,Ron,Edwards,Panthers,DT,81
Antonio Garay,Antonio,Garay,Chargers,DT,81
Chris Canty,Chris,Canty,Giants,DT,81
Glenn Dorsey,Glenn,Dorsey,Chiefs,RE,81
Dave Ball,Dave,Ball,Titans,RE,81
Sione Pouha,Sione,Pouha,Jets,DT,81
Michael Johnson,Michael,Johnson,Bengals,RE,80
Matt Shaughnessy,Matt,Shaughnessy,Raiders,RE,80
Calais Campbell,Calais,Campbell,Cardinals,LE,80
Kyle Vanden Bosch,Kyle,Vanden Bosch,Lions,RE,80
John Henderson,John,Henderson,Raiders,DT,79
Brodrick Bunkley,Brodrick,Bunkley,Broncos,DT,79
Andre Carter,Andre,Carter,Patriots,RE,79
Raheem Brock,Raheem,Brock,Seahawks,LE,79
Ziggy Hood,Ziggy,Hood,Steelers,LE,79
Mike Wright,Mike,Wright,Patriots,RE,79
Gerard Warren,Gerard,Warren,Patriots,DT,78
Derrick Morgan,Derrick,Morgan,Titans,LE,78
Robert Quinn,Robert,Quinn,Rams,RE,78
Red Bryant,Red,Bryant,Seahawks,RE,78
Alan Branch,Alan,Branch,Seahawks,DT,78
Adam Carriker,Adam,Carriker,Redskins,LE,78
Jared Odrick,Jared,Odrick,Dolphins,RE,78
Juqua Parker,Juqua,Parker,Eagles,LE,78
Jason Hunter,Jason,Hunter,Broncos,LE,77
Lawrence Jackson,Lawrence,Jackson,Lions,LE,77
Ray McDonald,Ray,McDonald,49ers,LE,77
Cameron Jordan,Cameron,Jordan,Saints,LE,77
Ron Brace,Ron,Brace,Patriots,DT,77
Fili Moala,Fili,Moala,Colts,DT,77
Chris Hoke,Chris,Hoke,Steelers,DT,77
Kenyon Coleman,Kenyon,Coleman,Cowboys,LE,77
Lawrence Jackson,Lawrence,Jackson,Lions,LE,77
Remi Ayodele,Remi,Ayodele,Vikings,DT,77
Corey Peters,Corey,Peters,Falcons,DT,77
Kroy Biermann,Kroy,Biermann,Falcons,LE,77
Ray McDonald,Ray,McDonald,49ers,LE,77
Tim Jamison,Tim,Jamison,Texans,LE,77
Shaun Smith,Shaun,Smith,Titans,DT,77
Nick Fairley,Nick,Fairley,Lions,DT,77
Corey Wootton,Corey,Wootton,Bears,LE,76
Amobi Okoye,Amobi,Okoye,Bears,DT,76
Robert Geathers,Robert,Geathers,Bengals,LE,76
Adrian Clayborn,Adrian,Clayborn,Buccaneers,RE,76
Da'Quan Bowers,Da'Quan,Bowers,Buccaneers,LE,76
Jacques Cesaire,Jacques,Cesaire,Chargers,LE,76
Tyson Jackson,Tyson,Jackson,Chiefs,LE,76
Tyler Brayton,Tyler,Brayton,Colts,LE,76
Marcus Spears,Marcus,Spears,Cowboys,RE,76
Brandon Graham,Brandon,Graham,Eagles,LE,76
Jason Pierre-Paul,Jason,Pierre-Paul,Giants,RE,76
Gary Gibson,Gary,Gibson,Rams,DT,75
Ryan McBean,Ryan,McBean,Broncos,DT,75
Marcus Benard,Marcus,Benard,Browns,RE,75
Shaun Cody,Shaun,Cody,Texans,DT,75
Corey Liuget,Corey,Liuget,Chargers,LE,75
Jamaal Anderson,Jamaal,Anderson,Colts,LE,75
Tony McDaniel,Tony,McDaniel,Dolphins,LE,75
Antonio Dixon,Antonio,Dixon,Eagles,DT,75
Stephen Bowen,Stephen,Bowen,Redskins,RE,75
Sammie Hill,Sammie,Hill,Lions,DT,74
Marcus Thomas,Marcus,Thomas,Broncos,DT,74
Phil Taylor,Phil,Taylor,Browns,DT,74
Dan Williams,Dan,Williams,Cardinals,DT,74
Vonnie Holliday,Vonnie,Holliday,Cardinals,LE,74
Kedric Golston,Kedric,Golston,Redskins,LE,74
Cameron Heyward,Cameron,Heyward,Steelers,RE,74
Brian Robison,Brian,Robison,Vikings,LE,74
Peria Jerry,Peria,Jerry,Falcons,DT,74
Jimmy Kennedy,Jimmy,Kennedy,Giants,DT,74
Jeremy Mincey,Jeremy,Mincey,Jaguars,LE,74
Greg Hardy,Greg,Hardy,Panthers,LE,74
Robert Ayers,Robert,Ayers,Broncos,LE,73
Michael Bennett,Michael,Bennett,Buccaneers,LE,73
Eric Foster,Eric,Foster,Colts,DT,73
Phillip Merling,Phillip,Merling,Dolphins,RE,73
Rocky Bernard,Rocky,Bernard,Giants,DT,73
Darryl Tapp,Darryl,Tapp,Eagles,RE,72
Kevin Vickerson,Kevin,Vickerson,Broncos,DT,72
Jabaal Sheard,Jabaal,Sheard,Browns,RE,72
Antonio Johnson,Antonio,Johnson,Colts,DT,72
Darryl Tapp,Darryl,Tapp,Eagles,RE,72
Austen Lane,Austen,Lane,Jaguars,RE,72
Brian Schaefering,Brian,Schaefering,Browns,DT,71
Brian Price,Brian,Price,Buccaneers,DT,71
Roy Miller,Roy,Miller,Buccaneers,DT,71
Brandon McKinney,Brandon,McKinney,Ravens,DT,71
William Hayes,William,Hayes,Titans,LE,71
C.J. Mosley,C.J.,Mosley,Jaguars,DT,71
Ropati Pitoitua,Ropati,Pitoitua,Jets,LE,71
Terrence Cody,Terrence,Cody,Ravens,DT,71
Jurrell Casey,Jurrell,Casey,Titans,DT,70
Drake Nevis,Drake,Nevis,Colts,DT,70
Muhammad Wilkerson,Muhammad,Wilkerson,Jets,LE,70
Mike Neal,Mike,Neal,Packers,RE,70
Howard Green,Howard,Green,Packers,DT,70
Kyle Love,Kyle,Love,Patriots,DT,70
Mark Anderson,Mark,Anderson,Patriots,RE,70
Desmond Bryant,Desmond,Bryant,Raiders,DT,70
Spencer Johnson,Spencer,Johnson,Bills,RE,69
Linval Joseph,Linval,Joseph,Giants,DT,69
Marvin Austin,Marvin,Austin,Giants,DT,69
Turk McBride,Turk,McBride,Saints,LE,69
Eric Norwood,Eric,Norwood,Panthers,LE,69
Terrell McClain,Terrell,McClain,Panthers,DT,69
Stephen Paea,Stephen,Paea,Bears,DT,68
Alex Carrington,Alex,Carrington,Bills,LE,68
Earl Mitchell,Earl,Mitchell,Texans,DT,68
Allen Bailey,Allen,Bailey,Chiefs,LE,68
Jarvis Jenkins,Jarvis,Jenkins,Redskins,LE,68
Sen'Derrick Marks,Sen'Derrick,Marks,Titans,DT,68
Henry Melton,Henry,Melton,Bears,DT,67
Nick Eason,Nick,Eason,Cardinals,RE,67
Jerry Hughes,Jerry,Hughes,Colts,RE,67
Josh Brent,Josh,Brent,Cowboys,DT,67
Karl Klug,Karl,Klug,Titans,DT,67
Trevor Laws,Trevor,Laws,Eagles,DT,67
Vance Walker,Vance,Walker,Falcons,DT,67
Ricky Jean Francois,Ricky,Jean Francois,49ers,DT,67
Jarius Wynn,Jarius,Wynn,Packers,RE,67
Frostee Rucker,Frostee,Rucker,Bengals,RE,66
Torell Troup,Torell,Troup,Bills,DT,66
Jayme Mitchell,Jayme,Mitchell,Browns,LE,66
Letroy Guion,Letroy,Guion,Vikings,DT,66
Everson Griffen,Everson,Griffen,Vikings,RE,66
Christian Ballard,Christian,Ballard,Vikings,DT,66
Andre Neblett,Andre,Neblett,Panthers,DT,66
Jarvis Moss,Jarvis,Moss,Raiders,RE,66
Christian Ballard,Christian,Ballard,Vikings,DT,66
Everson Griffen,Everson,Griffen,Vikings,RE,66
Tim Bulman,Tim,Bulman,Texans,RE,65
Sione Fua,Sione,Fua,Panthers,DT,65
Jeff Charleston,Jeff,Charleston,Saints,RE,65
Fred Evans,Fred,Evans,Vikings,DT,65
Clinton McDonald,Clinton,McDonald,Seahawks,DT,65
Steve McClendon,Steve,McClendon,Steelers,DT,65
Tim Crowder,Tim,Crowder,Buccaneers,RE,64
Wallace Gilberry,Wallace,Gilberry,Chiefs,RE,64
Sean Lissemore,Sean,Lissemore,Cowboys,LE,64
John Denney,John,Denney,Dolphins,LE,64
Ian Williams,Ian,Williams,49ers,DT,64
D'Anthony Smith,D'Anthony,Smith,Jaguars,DT,64
C.J. Wilson,C.J.,Wilson,Packers,LE,64
Mitch King,Mitch,King,Saints,DT,64
Scott Paxson,Scott,Paxson,Browns,DT,63
Frank Okam,Frank,Okam,Buccaneers,DT,63
Jerrell Powe,Jerrell,Powe,Chiefs,DT,63
Jason Hatcher,Jason,Hatcher,Cowboys,RE,63
Cliff Matthews,Cliff,Matthews,Falcons,RE,63
Will Tukuafu,Will,Tukuafu,49ers,RE,63
Dave Tollefson,Dave,Tollefson,Giants,LE,63
Kenrick Ellis,Kenrick,Ellis,Jets,DT,63
Darell Scott,Darell,Scott,Rams,DT,63
Al Woods,Al,Woods,Seahawks,DT,63
Derrick Harvey,Derrick,Harvey,Broncos,RE,62
Brandon Bair,Brandon,Bair,Chiefs,LE,62
Lawrence Sidbury,Lawrence,Sidbury,Falcons,RE,62
Willie Young,Willie,Young,Lions,RE,62
C.J. Ah You,C.J.,Ah You,Rams,RE,62
Chris Neild,Chris,Neild,Redskins,DT,62
Darrion Scott,Darrion,Scott,Redskins,RE,62
Tom Johnson,Tom,Johnson,Saints,DT,62
Pernell McPhee,Pernell,McPhee,Ravens,RE,61
Zach Clayton,Zach,Clayton,Titans,DT,61
David Carter,David,Carter,Cardinals,DT,60
Cam Thomas,Cam,Thomas,Chargers,DT,60
Leger Douzable,Leger,Douzable,Jaguars,DT,60
George Selvie,George,Selvie,Panthers,RE,60
Greg Romeus,Greg,Romeus,Saints,LE,60
Frank Kearse,Frank,Kearse,Dolphins,DT,59
Lawrence Guy,Lawrence,Guy,Packers,LE,59
Emmanuel Stephens,Emmanuel,Stephens,Browns,LE,58
Martin Tevaseu,Martin,Tevaseu,Jets,DT,58
Andre Fluellen,Andre,Fluellen,Lions,DT,58
Dexter Davis,Dexter,Davis,Seahawks,RE,58
Mario Addison,Mario,Addison,Bears,RE,57
Eugene Sims,Eugene,Sims,Rams,LE,57
Arthur Jones,Arthur,Jones,Ravens,LE,57
Nate Collins,Nate,Collins,Jaguars,DT,56
Clifton Geathers,Clifton,Geathers,Cowboys,RE,55
Carlton Powell,Carlton,Powell,Falcons,DT,55
Marcus Dixon,Marcus,Dixon,Jets,RE,55
Junior Galette,Junior,Galette,Saints,RE,55
Jonathan Weeks,Jonathan,Weeks,Texans,LE,55
L.P. Ladouceur,L.P.,Ladouceur,Cowboys,LE,54
Ryan Baker,Ryan,Baker,Dolphins,LE,54
Demarcus Dobbs,Demarcus,Dobbs,49ers,LE,54
Vaughn Martin,Vaughn,Martin,Chargers,RE,53
Michael McAdoo,Michael,McAdoo,Ravens,LE,53
D'Aundre Reed,D'Aundre,Reed,Vikings,LE,51
Kellen Heard,Kellen,Heard,Bills,LE,50
Jon Condo,Jon,Condo,Raiders,LE,50
Morgan Cox,Morgan,Cox,Ravens,LE,50
Clint Gresham,Clint,Gresham,Seahawks,LE,47
Troy Polamalu,Troy,Polamalu,Steelers,SS,99
Darrelle Revis,Darrelle,Revis,Jets,CB,99
Ed Reed,Ed,Reed,Ravens,FS,98
Nnamdi Asomugha,Nnamdi,Asomugha,Eagles,CB,98
Champ Bailey,Champ,Bailey,Broncos,CB,97
Nick Collins,Nick,Collins,Packers,FS,95
Asante Samuel,Asante,Samuel,Eagles,CB,94
Antoine Bethea,Antoine,Bethea,Colts,FS,93
Charles Woodson,Charles,Woodson,Packers,CB,93
Chris Harris,Chris,Harris,Bears,SS,92
Oshiomogho Atogwe,Oshiomogho,Atogwe,Redskins,SS,92
Adrian Wilson,Adrian,Wilson,Cardinals,SS,92
Tramon Williams,Tramon,Williams,Packers,CB,92
Brandon Flowers,Brandon,Flowers,Chiefs,CB,91
Michael Griffin,Michael,Griffin,Titans,FS,91
Jabari Greer,Jabari,Greer,Saints,CB,90
Corey Webster,Corey,Webster,Giants,CB,90
Antoine Winfield,Antoine,Winfield,Vikings,CB,90
Leon Hall,Leon,Hall,Bengals,CB,90
Cortland Finnegan,Cortland,Finnegan,Titans,CB,90
Dunta Robinson,Dunta,Robinson,Falcons,CB,89
Johnathan Joseph,Johnathan,Joseph,Texans,CB,89
Brian Dawkins,Brian,Dawkins,Broncos,SS,89
Rashean Mathis,Rashean,Mathis,Jaguars,CB,89
Quentin Jammer,Quentin,Jammer,Chargers,CB,89
Aqib Talib,Aqib,Talib,Buccaneers,CB,88
Kerry Rhodes,Kerry,Rhodes,Cardinals,FS,88
Eric Berry,Eric,Berry,Chiefs,SS,88
Quintin Mikell,Quintin,Mikell,Rams,SS,88
Tyvon Branch,Tyvon,Branch,Raiders,SS,87
Chris Hope,Chris,Hope,Titans,SS,87
Eric Weddle,Eric,Weddle,Chargers,FS,87
Vontae Davis,Vontae,Davis,Dolphins,CB,87
Marcus Trufant,Marcus,Trufant,Seahawks,CB,87
Devin McCourty,Devin,McCourty,Patriots,CB,87
Yeremiah Bell,Yeremiah,Bell,Dolphins,SS,87
Joe Haden,Joe,Haden,Browns,CB,86
Brent Grimes,Brent,Grimes,Falcons,CB,86
Charles Tillman,Charles,Tillman,Bears,CB,86
DeAngelo Hall,DeAngelo,Hall,Redskins,CB,86
Tracy Porter,Tracy,Porter,Saints,CB,86
Antonio Cromartie,Antonio,Cromartie,Jets,CB,86
Chris Gamble,Chris,Gamble,Panthers,CB,86
LaRon Landry,LaRon,Landry,Redskins,FS,86
Roman Harper,Roman,Harper,Saints,SS,86
Terrell Thomas,Terrell,Thomas,Giants,CB,85
Dominique Rodgers-Cromartie,Dominique,Rodgers-Cromartie,Eagles,CB,85
Kelvin Hayden,Kelvin,Hayden,Falcons,CB,85
Jim Leonhard,Jim,Leonhard,Jets,SS,85
Terence Newman,Terence,Newman,Cowboys,CB,85
Ronde Barber,Ronde,Barber,Buccaneers,CB,85
Terrell Thomas,Terrell,Thomas,Giants,CB,85
Kelvin Hayden,Kelvin,Hayden,Falcons,CB,85
Stanford Routt,Stanford,Routt,Raiders,CB,85
Dominique Rodgers-Cromartie,Dominique,Rodgers-Cromartie,Eagles,CB,85
Donte Whitner,Donte,Whitner,49ers,SS,85
Antrel Rolle,Antrel,Rolle,Giants,FS,85
Louis Delmas,Louis,Delmas,Lions,FS,84
Nate Clements,Nate,Clements,Bengals,CB,84
Charles Godfrey,Charles,Godfrey,Panthers,SS,84
Jairus Byrd,Jairus,Byrd,Bills,FS,84
Andre' Goodman,Andre',Goodman,Broncos,CB,84
Sheldon Brown,Sheldon,Brown,Browns,CB,84
Bob Sanders,Bob,Sanders,Chargers,SS,84
Michael Huff,Michael,Huff,Raiders,FS,84
Chris Crocker,Chris,Crocker,Bengals,SS,83
Terrence McGee,Terrence,McGee,Bills,CB,83
Ryan Clark,Ryan,Clark,Steelers,FS,83
Tanard Jackson,Tanard,Jackson,Buccaneers,FS,83
Deon Grant,Deon,Grant,Giants,FS,83
Antoine Cason,Antoine,Cason,Chargers,CB,83
Pat Chung,Pat,Chung,Patriots,FS,83
James Sanders,James,Sanders,Falcons,SS,82
Josh Wilson,Josh,Wilson,Redskins,CB,82
Patrick Peterson,Patrick,Peterson,Cardinals,CB,82
Leigh Bodden,Leigh,Bodden,Patriots,CB,82
Abram Elam,Abram,Elam,Cowboys,SS,82
William Moore,William,Moore,Falcons,SS,82
Earl Thomas,Earl,Thomas,Seahawks,FS,82
Glover Quin Jr.,Glover,Quin Jr.,Texans,SS,81
Al Harris,Al,Harris,Rams,CB,81
Prince Amukamara,Prince,Amukamara,Giants,CB,81
Dawan Landry,Dawan,Landry,Jaguars,FS,81
Sean Jones,Sean,Jones,Buccaneers,SS,81
Richard Marshall,Richard,Marshall,Cardinals,CB,81
Cedric Griffin,Cedric,Griffin,Vikings,CB,81
Eric Wright,Eric,Wright,Lions,CB,81
Brandon Carr,Brandon,Carr,Chiefs,CB,81
Kenny Phillips,Kenny,Phillips,Giants,SS,81
Jerraud Powers,Jerraud,Powers,Colts,CB,81
Erik Coleman,Erik,Coleman,Lions,SS,80
Tim Jennings,Tim,Jennings,Bears,CB,80
Tom Zbikowski,Tom,Zbikowski,Ravens,SS,80
Ronald Bartell,Ronald,Bartell,Rams,CB,80
Leodis McKelvin,Leodis,McKelvin,Bills,CB,80
Carlos Rogers,Carlos,Rogers,49ers,CB,80
Sean Smith,Sean,Smith,Dolphins,CB,80
