Geographic Location,county,state,poverty_pct,med_income
"Decatur, TX", Wise County, TX,25.4,"$38,045"
"Jacksonville, TX", Cherokee County, TX,17.4,"$43,483"
"Kerrville, TX", Kerr County, TX,13.9,"$53,704"
"Mexia, TX", Limestone County, TX,22.2,"$43,226"
"Farmersville, TX", Collin County, TX,6.4,"$96,936"
"Gadsden, AL", Etowah County, AL,17.5,"$44,903"
"Santa Teresa, NM", Doña Ana County, NM,,"$100,075"
"Bayou La Batre, AL", Mobile County, AL,20.8,"$43,598"
"Spring Creek, NV", Elko County, NV,8.3,"$79,134"
"Gardnerville, NV", Douglas County, NV,11.7,"$50,637"
"Lawndale, CA", Los Angeles County, CA,14.2,"$67,986"
"Ladera Ranch, CA", Orange County, CA,9.4,"$63,681"
"Crestview, FL", Okaloosa County, FL,12.7,"$62,779"
"Bay Saint Louis, MS", Hancock County, MS,13.2,"$47,299"
"Opelousas, LA", St. Landry Parish, LA,32.7,"$36,624"
"Erath, LA",Erath County, LA,18.1,"$47,087"
"Tanner, AL", Allegheny County, AL,11.7,"$59,881"
"Flint, TX", Smith County, TX,15.0,"$56,848"
"Amite, LA",Amite County, LA,22.2,"$38,092"
"Wisner, LA", Tuscola County, LA,12.7,"$51,113"
"Cullman, AL", Jefferson County, AL,8.1,"$65,831"
"Perry, GA", Houston County, GA,26.1,"$39,533"
"Santa Clara, CA",Santa Clara County, CA,7.3,"$125,933"
"Oologah, OK", Rogers County, OK,9.8,"$61,849"
"Sherwood Park, AB", Madison County, AB,10.1,"$60,450"
"Sunnyvale, TX", Dallas County, TX,14.2,"$59,838"
"Wagoner, OK",Wagoner County, OK,10.0,"$62,889"
"Gilmer, TX", Upshur County, TX,19.0,"$41,213"
"La Grange, NC", Lenoir County, NC,22.1,"$40,433"
"Knightdale, NC", Wake County, NC,8.4,"$80,169"
"Catoosa, OK", Rogers County, OK,9.8,"$61,849"
"Peninsula, OH", Summit County, OH,6.2,"$105,374"
"Shawnee, OK", Pottawatomie County, OK,17.6,"$48,499"
"Vinton, IA", Benton County, IA,9.8,"$69,212"
"Giddings, TX", Lee County, TX,24.8,"$34,796"
"Hutchinson, KS", Reno County, KS,12.3,"$49,341"
"Emporia, KS", Lyon County, KS,10.5,"$59,732"
"Basehor, KS", Leavenworth County, KS,10.6,"$70,807"
"Woodward, OK",Woodward County, OK,14.8,"$55,134"
"Anthony, KS", Harper County, KS,11.0,"$55,112"
"Littleton, CO", Arapahoe County, CO,8.1,"$76,665"
"Junction City, KS", Geary County, KS,10.3,"$50,856"
"Ulysses, KS", Grant County, KS,14.0,"$57,328"
"Holton, KS", Jackson County, KS,12.0,"$52,919"
"Cimarron, KS", Gray County, KS,16.7,"$49,121"
"Chipley, FL", Washington County, FL,4.5,"$75,799"
"Pratt, KS",Pratt County, KS,12.0,"$52,567"
"Halawa, HI", Honolulu County, HI,7.7,"$83,695"
"Barnwell, SC",Barnwell County, SC,22.4,"$38,131"
"Abilene, KS", Dickinson County, KS,10.8,"$52,348"
"Choctaw, OK",Choctaw County, OK,23.0,"$35,308"
"Canyon Country, CA", Los Angeles County, CA,14.2,"$67,986"
"Jefferson, GA",Jefferson County, GA,8.1,"$65,831"
"Lincolnton, GA", Lincoln County, GA,7.9,"$69,598"
"West Columbia, SC", Lexington County, SC,12.5,"$60,627"
"Adairsville, GA", Bartow County, GA,12.2,"$57,409"
"Dike, IA",,,,"$100,075"
"North Liberty, IA", Johnson County, IA,10.3,"$57,676"
"Hampton, IA", Franklin County, IA,13.4,"$60,483"
"Plymouth, WI", Sheboygan County, WI,7.5,"$61,906"
"Ames, IA", Story County, IA,18.9,"$57,464"
"Edina, MN", Hennepin County, MN,10.3,"$76,067"
"Palmetto, FL", Manatee County, FL,10.4,"$59,587"
"Rutledge, GA", Morgan County, GA,10.8,"$49,487"
"Southern Pines, NC", Moore County, NC,12.2,"$53,785"
"Wauconda, IL", Lake County, IL,36.5,"$33,709"
"Hammond, LA", Lake County, LA,36.5,"$33,709"
"Glen Saint Mary, FL", Baker County, FL,15.4,"$45,972"
"Riceboro, GA", Liberty County, GA,15.1,"$52,577"
"Guthrie, OK",,,,"$100,075"
"Reform, AL", Pickens County, AL,16.6,"$48,794"
"Chester, SC", Orange County, SC,9.4,"$63,681"
"Bellaire, TX", Harris County, TX,16.5,"$60,241"
"Caldwell, TX",Caldwell County, TX,14.1,"$52,588"
"Plain Dealing, LA", Bossier Parish, LA,14.4,"$56,754"
"Bremond, TX", Robertson County, TX,15.8,"$44,917"
"Park Ridge, IL", Cook County, IL,9.6,"$54,465"
"Narrows, VA", Giles County, VA,12.4,"$50,591"
"Maiden, NC", Catawba County, NC,13.0,"$53,738"
"Yulee, FL", Nassau County, FL,5.8,"$115,301"
"Odenton, MD", Anne Arundel County, MD,7.0,"$97,051"
"Burke, VA", Fairfax County, VA,6.1,"$122,035"
"Mustang, OK",,,,"$100,075"
"Central City, NE", Merrick County, NE,10.7,"$56,493"
"Stromsburg, NE", Polk County, NE,9.6,"$59,990"
"Cherokee, IA",Cherokee County, IA,17.4,"$43,483"
"Blair, NE", Washington County, NE,4.5,"$75,799"
"Bellevue, NE", Sarpy County, NE,5.7,"$79,358"
"Aurora, NE", Hamilton County, NE,14.7,"$49,210"
"Fort Mitchell, KY", Kenton County, KY,10.4,"$64,644"
"Holland, OH", Lucas County, OH,18.7,"$47,865"
"Gary, IN", Pierce County, IN,8.5,"$75,421"
"Ludowici, GA", Long County, GA,16.8,"$46,428"
"Stilwell, KS", Johnson County, KS,10.3,"$57,676"
"Allendale, MI", Ottawa County, MI,20.6,"$38,194"
"Chaska, MN", Carver County, MN,3.8,"$104,248"
"Flossmoor, IL", Cook County, IL,9.6,"$54,465"
"Hutchinson, MN", McLeod County, MN,7.1,"$61,959"
"Golden Valley, MN", Hennepin County, MN,10.3,"$76,067"
"Jackson, AL", Chautauqua County, AL,18.3,"$45,689"
"Kankakee, IL",Kankakee County, IL,16.2,"$53,884"
"Marshall, MN",Marshall County, MN,13.9,"$50,064"
"Paterson, NJ", Passaic County, NJ,13.6,"$71,959"
"Worthington, OH", Franklin County, OH,13.4,"$60,483"
"Charleroi, PA", Washington County, PA,4.5,"$75,799"
"Montclair, NJ", Essex County, NJ,13.7,"$50,785"
"Findlay, OH", Hancock County, OH,13.2,"$47,299"
"Indiana, PA",Indiana County, PA,15.5,"$47,999"
"Windsor, CT", Richmond County, CT,15.9,"$49,399"
"Oakhurst, NJ", Monmouth County, NJ,6.7,"$99,223"
"Oxford, GA", Tuscaloosa County, GA,16.8,"$52,557"
"Odessa, FL", Pasco County, FL,12.6,"$53,788"
"Newnan, GA", Coweta County, GA,10.2,"$70,974"
"Cedar Grove, NJ", Essex County, NJ,13.7,"$50,785"
"Spirit Lake, IA", Dickinson County, IA,10.8,"$52,348"
"Parkland, FL", Broward County, FL,12.6,"$57,200"
"Canton, NC", Haywood County, NC,20.5,"$39,574"
"Ponte Verde Beach, FL",,,,"$100,075"
"Ridgewood, NJ", Bergen County, NJ,6.8,"$100,181"
"East Saint Louis, IL",,,,"$100,075"
"Libertyville, IL",,,,"$100,075"
"Newton, IA",,,,"$100,075"
"Madrid, IA", Boone County, IA,22.5,"$38,110"
"Glen Carbon, IL",,,,"$100,075"
"Shawnee Mission, KS", Johnson County, KS,10.3,"$57,676"
"Lake Cormorant, MS", DeSoto County, MS,9.0,"$68,126"
"Nashville, NC", Nash County, NC,14.2,"$50,122"
"Hueytown, AL", Jefferson County, AL,8.1,"$65,831"
"Huntley, IL", McHenry County, IL,11.9,"$54,795"
"Mount Prospect, IL", Cook County, IL,9.6,"$54,465"
"Bartlett, IL", Cook County, IL,9.6,"$54,465"
"Campbell, CA", Santa Clara County, CA,7.3,"$125,933"
"Highland Park, MI", Wayne County, MI,20.9,"$38,704"
"Bowersville, GA", Hart County, GA,22.2,"$37,038"
"Auburn, GA", Barrow County, GA,9.5,"$61,413"
"Alcolu, SC", Clarendon County, SC,26.4,"$36,722"
"Leominster, MA", Worcester County, MA,9.0,"$71,767"
"Milan, TN", Gibson County, TN,16.5,"$42,720"
"Hayden, AL", Hampden County, AL,16.7,"$52,682"
"Tyrone, GA", Fayette County, GA,22.5,"$37,867"
"Algonquin, IL", McHenry County, IL,11.9,"$54,795"
"Prairieville, LA", Barry County, LA,18.8,"$42,457"
"Asbury Park, NJ", Monmouth County, NJ,6.7,"$99,223"
"Murfreesboro, NC", Hertford County, NC,23.2,"$38,216"
"Millbrook, NY", Dutchess County, NY,9.2,"$79,604"
"Gibsonville, NC", Guilford County, NC,15.4,"$52,166"
"Jackson, GA",Jackson County, GA,12.0,"$52,919"
"Wheatley Heights, NY", Suffolk County, NY,7.3,"$100,075"
"Gatineau, PQ",,,,"$100,075"
"Mount Airy, MD", Carroll County, MD,15.7,"$41,517"
"South Grafton, MA", Taylor County, MA,10.3,"$56,981"
"Goulds, FL", Miami-Dade County, FL,16.0,"$52,043"
"Clairton, PA", Allegheny County, PA,11.7,"$59,881"
"Oak Lawn, IL", Cook County, IL,9.6,"$54,465"
"North Bend, OR", Coos County, OR,15.9,"$48,352"
"Creston, OH", Wayne County, OH,20.9,"$38,704"
"Janesville, WI", Rock County, WI,10.9,"$57,675"
"Matteson, IL", Cook County, IL,9.6,"$54,465"
"Kearney, NE",Kearney County, NE,9.2,"$64,456"
"Torrington, WY", Leon County, WY,15.6,"$47,065"
"Wauwatosa, WI",,,,"$100,075"
"Rochester, IL", Monroe County, IL,13.2,"$58,391"
"Yoder, WY", Goshen County, WY,12.9,"$51,676"
"Wheatland, WY", Greenville County, WY,11.1,"$61,162"
"Cleburne, TX", Johnson County, TX,10.3,"$57,676"
"Huffman, TX", Harris County, TX,16.5,"$60,241"
"Menominee, MI",Menominee County, MI,26.5,"$40,682"
"Macomb, MI",Macomb County, MI,11.0,"$62,191"
"Menasha, WI", Winnebago County, WI,10.4,"$57,785"
"Beavercreek, OH", Greene County, OH,8.1,"$67,498"
"Saint Johns, MI", Clinton County, MI,12.3,"$50,999"
"Clearfield, PA",Clearfield County, PA,15.4,"$46,706"
"Canton, MI", Wayne County, MI,20.9,"$38,704"
"Brunswick, OH", Medina County, OH,12.3,"$59,304"
"Aurora, OH", Portage County, OH,11.3,"$59,032"
"Elizabethtown, NC", Bladen County, NC,29.1,"$36,976"
"Chester, VA", Winnebago County, VA,10.4,"$57,785"
"Wendell, NC", Wake County, NC,8.4,"$80,169"
"Lenore, WV", Mingo County, WV,27.0,"$32,917"
"Rialto, CA", San Bernardino County, CA,14.9,"$63,310"
"Fulton County, GA",Fulton County, GA,11.5,"$52,277"
"Logan, UT", Cache County, UT,12.9,"$60,315"
"Rossville, GA", Walker County, GA,26.1,"$43,681"
"Newbury Park, CA", Ventura County, CA,9.1,"$84,170"
"Newberry, FL", Alachua County, FL,19.8,"$51,026"
"Destin, FL", Okaloosa County, FL,12.7,"$62,779"
"Ashburn, GA", Turner County, GA,9.4,"$62,792"
"Wesley Chapel, FL", Pasco County, FL,12.6,"$53,788"
"South Bay, FL", Palm Beach County, FL,12.2,"$61,735"
"Elko, NV",Elko County, NV,8.3,"$79,134"
"Acton, MA", Middlesex County, MA,12.7,"$54,871"
"Brownsburg, IN", Hendricks County, IN,5.9,"$80,834"
"Calhoun, GA",Calhoun County, GA,22.8,"$36,384"
"Jennings, LA",Jennings County, LA,14.8,"$51,560"
"Oak Ridge, TN", Anderson County, TN,19.8,"$45,969"
"Altus, OK", Jackson County, OK,12.0,"$52,919"
"Jasper, IN",Jasper County, IN,19.2,"$47,551"
"Perth Amboy, NJ", Middlesex County, NJ,12.7,"$54,871"
"Marilla, NY", Erie County, NY,15.3,"$48,453"
"Cicero, NY", Onondaga County, NY,13.7,"$59,786"
"Dudley, MA", Worcester County, MA,9.0,"$71,767"
"Freehold, NJ", Monmouth County, NJ,6.7,"$99,223"
"Florence, AZ", Pinal County, AZ,12.9,"$58,848"
"Weare, NH", Hillsborough County, NH,7.4,"$78,714"
"Exeter, NH", Rockingham County, NH,8.7,"$61,375"
"West Haven, CT", Ozaukee County, CT,4.2,"$83,014"
"Caldwell, NJ", Essex County, NJ,13.7,"$50,785"
"Willoughby, OH", Lake County, OH,36.5,"$33,709"
"Andover, MA", Essex County, MA,13.7,"$50,785"
"New London, CT", Camden County, CT,8.3,"$65,955"
"Lena, MS", Leake County, MS,25.4,"$37,212"
"Reseda, CA", Los Angeles County, CA,14.2,"$67,986"
"West Columbia, TX", Brazoria County, TX,10.1,"$74,225"
"Brookeville, MD", Montgomery County, MD,24.1,"$52,538"
"Homewood, AL", Jefferson County, AL,8.1,"$65,831"
"Lynn, MA", Essex County, MA,13.7,"$50,785"
"Calera, AL", Orange County, AL,9.4,"$63,681"
"Kimberly, AL", Jefferson County, AL,8.1,"$65,831"
"Locust Fork, AL", Blount County, AL,9.9,"$57,939"
"Peekskill, NY", Westchester County, NY,8.3,"$94,521"
"Crowley, TX", Tarrant County, TX,12.1,"$66,059"
"Thibodaux, LA", Lafourche Parish, LA,16.6,"$52,651"
"Oak Grove, LA", Rock Island County, LA,14.2,"$52,642"
"Atlanta, TX", Cass County, TX,20.4,"$44,154"
"Westlake, OH", Cuyahoga County, OH,17.9,"$50,006"
"Chapel Hill, NC", Orange County, NC,9.4,"$63,681"
"Longwood, FL", Seminole County, FL,18.6,"$37,901"
"Lumberton, NC", Robeson County, NC,24.5,"$35,407"
"Princeton, NJ", Mercer County, NJ,22.7,"$37,860"
"Southington, CT", Greenville County, CT,11.1,"$61,162"
"Woodberry Forest, VA", Mecklenburg County, VA,18.7,"$44,832"
"Middletown, OH", Butler County, OH,8.7,"$67,161"
"Wangaratta, VIC       ",,,,"$100,075"
"Palmyra, VA", Fluvanna County, VA,6.9,"$73,463"
"Lamar, AR", Johnson County, AR,10.3,"$57,676"
"Destrehan, LA", St. Charles Parish, LA,12.8,"$67,585"
"Benton, LA",Benton County, LA,9.8,"$69,212"
"Iowa Park, TX", Wichita County, TX,17.8,"$47,477"
"Hawthorne, CA", Los Angeles County, CA,14.2,"$67,986"
"Fairport, NY", Monroe County, NY,13.2,"$58,391"
"Lima, OH", Allen County, OH,14.4,"$50,301"
"Fostoria, OH", Seneca County, OH,12.1,"$52,165"
"Saco, ME", York County, ME,5.5,"$86,317"
"Whitehouse, OH", Lucas County, OH,18.7,"$47,865"
"Northampton, PA", Bucks County, PA,5.7,"$88,538"
"Dingmans Ferry, PA", Pike County, PA,10.3,"$62,657"
"Chagrin Falls, OH", Cuyahoga County, OH,17.9,"$50,006"
"Ramseur, NC", Randolph County, NC,19.4,"$40,064"
"Reserve, LA", Brown County, LA,8.6,"$62,097"
"Uniontown, OH", Stark County, OH,14.4,"$52,310"
"Aptos, CA", Santa Cruz County, CA,12.2,"$84,213"
"Dripping Springs, TX", Hays County, TX,13.2,"$68,180"
"North Huntingdon, PA",Huntingdon County, PA,13.7,"$49,019"
"Goodwater, AL", Coosa County, AL,18.9,"$42,423"
"Parkston, SD", Hutchinson County, SD,13.0,"$54,351"
"Ruidoso, NM", Lincoln County, NM,7.9,"$69,598"
"Yerington, NV",,,,"$100,075"
"Tracy, CA", San Joaquin County, CA,14.3,"$63,567"
"North Las Vegas, NV", Clark County, NV,11.9,"$55,245"
"Monrovia, CA", Los Angeles County, CA,14.2,"$67,986"
"El Cajon, CA", San Diego County, CA,11.5,"$78,777"
"Pacifica, CA", San Mateo County, CA,6.8,"$122,930"
"Gainesville, VA", Prince William County, VA,6.4,"$106,200"
"Orangeburg, SC", Orangeburg County, SC,25.9,"$37,134"
"Santee, SC", Orangeburg County, SC,25.9,"$37,134"
"Greenville, TX", Hunt County, TX,13.6,"$53,360"
"Walnut Grove, MS", Ellis County, MS,8.8,"$76,792"
"Andover, KS", Butler County, KS,8.7,"$67,161"
"Washington, IL",,,,"$100,075"
"Murrells Inlet, SC", Georgetown County, SC,19.6,"$46,058"
"Aiken, SC", Aiken County, SC,15.0,"$52,633"
"Monroeville, AL", Monroe County, AL,13.2,"$58,391"
"Bowdon, GA", Carroll County, GA,15.7,"$41,517"
"Martinsville, VA",,,,"$100,075"
"Hopkins, SC", Richland County, SC,14.3,"$53,050"
"Saint Matthews, SC", Calhoun County, SC,22.8,"$36,384"
"Wilson, NC",Wilson County, NC,10.9,"$71,207"
"Milton, MA", Norfolk County, MA,6.5,"$100,184"
"Tomball, TX", Harris County, TX,16.5,"$60,241"
"Chambersburg, PA", Franklin County, PA,13.4,"$60,483"
"Levittown, PA", Bucks County, PA,5.7,"$88,538"
"Blairsville, GA", Union County, GA,19.8,"$40,322"
"Yorktown, VA", York County, VA,5.5,"$86,317"
"Plaistow, NH", Rockingham County, NH,8.7,"$61,375"
"Charles City, IA", Floyd County, IA,12.3,"$48,315"
"Glendale Heights, IL", DuPage County, IL,6.6,"$93,540"
"Oakdale, LA", Washington County, LA,4.5,"$75,799"
"San Luis Obispo, CA",San Luis Obispo County, CA,12.7,"$70,626"
"Palm Bay, FL", Brevard County, FL,11.0,"$57,612"
"Pinehurst, NC", Moore County, NC,12.2,"$53,785"
"Carrollton, VA",,,,"$100,075"
"Palos Verdes, CA", Arapahoe County, CA,8.1,"$76,665"
"Christiansburg, VA", Montgomery County, VA,24.1,"$52,538"
"Florence, MS", Williamson County, MS,6.4,"$87,817"
"Sandhill, MS", Jackson County, MS,12.0,"$52,919"
"Vista, CA", San Diego County, CA,11.5,"$78,777"
"Ramona, CA", San Diego County, CA,11.5,"$78,777"
"Theodore, AL", Bibb County, AL,24.7,"$41,390"
"Alachua, FL",Alachua County, FL,19.8,"$51,026"
"Riverview, FL", Hillsborough County, FL,7.4,"$78,714"
"Granite City, IL",,,,"$100,075"
"Wolfforth, TX", Lubbock County, TX,17.6,"$50,377"
"La Quinta, CA", Riverside County, CA,12.7,"$66,793"
"Windsor, CA", Sonoma County, CA,9.9,"$81,002"
"Cayce, SC", Lexington County, SC,12.5,"$60,627"
"Phillips, NE", Hamilton County, NE,14.7,"$49,210"
"Longmont, CO", Boulder County, CO,9.7,"$83,591"
"Hicksville, OH", Defiance County, OH,9.1,"$56,740"
"Lakewood, CO", Jefferson County, CO,8.1,"$65,831"
"Sheridan, WY", Suffolk County, WY,7.3,"$100,075"
"Smithfield, UT", Cache County, UT,12.9,"$60,315"
"Alpine, UT", Utah County, UT,9.4,"$75,296"
"Spanaway, WA", Pierce County, WA,8.5,"$75,421"
"Lebanon, OR", Linn County, OR,12.7,"$54,292"
"Galax, VA",,,,"$100,075"
"Mount Airy, NC", Surry County, NC,12.9,"$54,663"
"West Point, UT",,,,"$100,075"
"Burien, WA", King County, WA,9.2,"$94,822"
"Grantsville, UT",,,,"$100,075"
"Eastvale, CA", Riverside County, CA,12.7,"$66,793"
"East Greenwich, RI",,,,"$100,075"
"Geelong, VIC       ",,,,"$100,075"
"New Carlisle, IN", Saint Joseph County, IN,,"$100,075"
"Evansville, IN", Vanderburgh County, IN,15.1,"$50,500"
"Cuthbert, GA", Randolph County, GA,19.4,"$40,064"
"Hamilton, ON",Hamilton County, ON,14.7,"$49,210"
"Ithaca, MI", Gratiot County, MI,16.2,"$48,988"
"Middletown, IN", Henry County, IN,20.0,"$36,471"
"Nashville, IL", Davidson County, IL,15.4,"$60,799"
"Viera, FL", Brevard County, FL,11.0,"$57,612"
"Pelham, AL", Mason County, AL,16.9,"$43,050"
"Huron, SD", Beadle County, SD,12.9,"$49,712"
"New Berlin, WI", Waukesha County, WI,5.0,"$87,333"
"Asheboro, NC", Randolph County, NC,19.4,"$40,064"
"Kuna, ID", Ada County, ID,9.7,"$66,827"
"Walterboro, SC", Colleton County, SC,20.0,"$39,079"
"Pasco, WA", Franklin County, WA,13.4,"$60,483"
"Leavenworth, WA", Chelan County, WA,10.9,"$57,243"
"Crown Point, IN", Lake County, IN,36.5,"$33,709"
"Republic, MO", Greene County, MO,8.1,"$67,498"
"Evergreen Park, IL", Cook County, IL,9.6,"$54,465"
"Parkersburg, WV", Wood County, WV,10.1,"$55,879"
"Saint Marys, WV", Pleasants County, WV,13.6,"$50,768"
"La Vernia, TX", Wilson County, TX,10.9,"$71,207"
"Belmar, NJ", Monmouth County, NJ,6.7,"$99,223"
"Highland Park, NJ", Middlesex County, NJ,12.7,"$54,871"
"Zanesville, OH", Muskingum County, OH,16.6,"$49,586"
"New Washington, OH", Crawford County, OH,12.9,"$49,200"
"Battle Creek, MI", Calhoun County, MI,22.8,"$36,384"
"Jackson, MI",Jackson County, MI,12.0,"$52,919"
"Rochester Hills, MI", Oakland County, MI,8.2,"$80,319"
"Abbotsford, BC", Marathon County, BC,7.5,"$63,442"
"El Dorado Hills, CA", El Dorado County, CA,8.1,"$81,869"
"Westchester, IL", Cook County, IL,9.6,"$54,465"
"Summit, NJ", Union County, NJ,19.8,"$40,322"
"Wamego, KS", Pottawatomie County, KS,17.6,"$48,499"
"Holcomb, KS", Finney County, KS,13.2,"$56,206"
"Bartlesville, OK", Washington County, OK,4.5,"$75,799"
"Lawton, OK", Comanche County, OK,16.4,"$52,251"
"Pryor, OK", Mayes County, OK,15.5,"$50,951"
"Hinton, OK",,,,"$100,075"
"Scotch Plains, NJ", Union County, NJ,19.8,"$40,322"
"New Albany, OH", Franklin County, OH,13.4,"$60,483"
"Royal Oak, MI", Oakland County, MI,8.2,"$80,319"
"Hunting Valley, OH", Cuyahoga County, OH,17.9,"$50,006"
"Rockford, MI", Kent County, MI,13.3,"$47,625"
"Weeki Wachee, FL", Hernando County, FL,14.1,"$45,884"
"Richmond Heights, FL", Miami-Dade County, FL,16.0,"$52,043"
"Port Sulphur, LA", Plaquemines Parish, LA,15.5,"$58,643"
"Merritt Island, FL", Brevard County, FL,11.0,"$57,612"
"Huntingdon Valley, PA", Montgomery County, PA,24.1,"$52,538"
"Purchase, NY", Westchester County, NY,8.3,"$94,521"
"Wadesboro, NC", Anson County, NC,20.5,"$38,023"
"Lyndhurst, OH", Cuyahoga County, OH,17.9,"$50,006"
"Cranford, NJ", Union County, NJ,19.8,"$40,322"
"Birdsboro, PA", Berks County, PA,11.4,"$62,519"
"Shavertown, PA", Luzerne County, PA,14.3,"$53,469"
"Garfield Heights, OH", Cuyahoga County, OH,17.9,"$50,006"
"Loxahatchee, FL", Martin County, FL,13.6,"$56,484"
"Marshfield, MA", Plymouth County, MA,6.2,"$89,678"
"Webster, NY", Monroe County, NY,13.2,"$58,391"
"Red Bank, NJ", Monmouth County, NJ,6.7,"$99,223"
"Billerica, MA", Middlesex County, MA,12.7,"$54,871"
"New London, MO", Ralls County, MO,9.1,"$57,549"
"Kalaheo, HI", Kauaʻi County, HI,,"$100,075"
"Riverside, CT",,,,"$100,075"
"Bunyip, VIC       ",,,,"$100,075"
"Philipsburg, PA", Centre County, PA,18.1,"$58,258"
"Collegeville, PA", Montgomery County, PA,24.1,"$52,538"
"Bardonia, NY", Rockland County, NY,13.9,"$88,960"
"New Rochelle, NY", Westchester County, NY,8.3,"$94,521"
"King Of Prussia, PA", Montgomery County, PA,24.1,"$52,538"
"Crystal River, FL", Citrus County, FL,15.2,"$41,556"
"Cinnaminson, NJ", Burlington County, NJ,6.2,"$84,470"
"South Amboy, NJ", Middlesex County, NJ,12.7,"$54,871"
"Lakewood, NJ", Ocean County, NJ,9.7,"$68,483"
"Penns Grove, NJ", Salem County, NJ,11.2,"$64,524"
"West Hartford, CT", Butler County, CT,8.7,"$67,161"
"Brookfield, CT",,,,"$100,075"
"Granby, CT", Wake County, CT,8.4,"$80,169"
"Middleton, MA", Essex County, MA,13.7,"$50,785"
"Port Monmouth, NJ", Monmouth County, NJ,6.7,"$99,223"
"Slatington, PA", Lehigh County, PA,12.0,"$62,139"
"Torrington, CT", Gloucester County, CT,9.1,"$70,938"
"Point Pleasant, WV", Mason County, WV,16.9,"$43,050"
"South Webster, OH", Scioto County, OH,22.6,"$41,267"
"Richmond, KY", Madison County, KY,10.1,"$60,450"
"Williamstown, NJ", Gloucester County, NJ,9.1,"$70,938"
"Johnston City, IL", Williamson County, IL,6.4,"$87,817"
"Texarkana, AR", Miller County, AR,16.9,"$47,225"
"Luxemburg, WI", Kewaunee County, WI,7.3,"$63,612"
"Brookfield, WI", Waukesha County, WI,5.0,"$87,333"
"Portland, MI", Ionia County, MI,9.9,"$61,667"
"Gaylord, MI", Otsego County, MI,12.5,"$54,321"
"Romeo, MI", Macomb County, MI,11.0,"$62,191"
"Clinton Township, MI", Macomb County, MI,11.0,"$62,191"
"Mona Shores, MI", Muskegon County, MI,15.7,"$49,960"
"Bluffton, IN", Wells County, IN,11.4,"$58,261"
"Eagle, ID", Ada County, ID,9.7,"$66,827"
"Federal Way, WA", King County, WA,9.2,"$94,822"
"Sealy, TX", Austin County, TX,10.2,"$59,942"
"Oregon City, OR", Clackamas County, OR,7.3,"$81,061"
"Schenectady, NY", Schenectady County, NY,11.3,"$63,297"
"Lee, FL",Lee County, FL,24.8,"$34,796"
"WAGGAMAN, LA", Jefferson Parish, LA,15.6,"$50,871"
"Oconomowoc, WI", Waukesha County, WI,5.0,"$87,333"
"Morganton, NC", Burke County, NC,9.3,"$63,261"
"Gordo, AL", Pickens County, AL,16.6,"$48,794"
"Kentwood, LA", Kent County, LA,13.3,"$47,625"
"Parker, CO",Parker County, CO,8.3,"$73,718"
"Discovery Bay, CA", San Joaquin County, CA,14.3,"$63,567"
"Pine Bluff, AR", Jefferson County, AR,8.1,"$65,831"
"Cambridge, MD", Dorchester County, MD,11.0,"$65,468"
"Princeton, NC", Johnston County, NC,19.5,"$39,756"
"Williamsville, NY", Erie County, NY,15.3,"$48,453"
