first_name,last_name,position,player_match_position,madden_rating,year
Jack,Doyle,TE,,75,2016
Coby,Fleener,TE,,83,2016
Jerrell,Freeman,MLB,,76,2016
Clayton,Geathers,SS,,65,2016
Denzelle,Good,RT,,58,2016
Frank,Gore,HB,,83,2016
Winston,Guy,SS,,73,2016
Jonotthan,Harrison,C,,72,2016
Matt,Hasselbeck,QB,,73,2016
Todd,Herremans,RG,,78,2016
Amarlo,Herrera,MLB,,63,2016
Daniel,Herron,HB,,75,2016
T.Y.,Hilton,WR,,89,2016
Khaled,Holmes,C,,71,2016
Montori,Hughes,DT,,70,2016
Nate,Irving,MLB,,79,2016
D'Qwell,Jackson,MLB,,82,2016
Ulrick,John,LT,,65,2016
Andre,Johnson,WR,,86,2016
Cam,Johnson,LOLB,,64,2016
Arthur,Jones,RE,,74,2016
Zach,Kerr,RE,,69,2016
Kendall,Langford,LE,,80,2016
Ryan,Lankford,WR,,62,2016
Lance,Louis,RG,,73,2016
Dwight,Lowery,FS,,80,2016
Andrew,Luck,QB,,94,2016
Robert,Mathis,ROLB,,87,2016
Pat,McAfee,P,,95,2016
Dewey,McDonald,FS,,68,2016
Sean,McGrath,TE,,71,2016
Jack,Mewhort,LG,,80,2016
Donte,Moncrief,WR,,76,2016
Henoc,Muamba,MLB,,63,2016
Jonathan,Newsome,LOLB,,75,2016
Matt,Overton,TE,,50,2016
David,Parry,DT,,67,2016
Sheldon,Price,CB,,62,2016
Kelcy,Quarles,LE,,64,2016
Joe,Reitz,LT,,71,2016
Josh,Robinson,HB,,67,2016
D'Joun,Smith,CB,,69,2016
Erik,Swoope,TE,,60,2016
Donald,Thomas,LG,,78,2016
Hugh,Thornton,RG,,76,2016
Zurlon,Tipton,HB,,69,2016
Greg,Toler,CB,,79,2016
Tyler,Varga,FB,,60,2016
Adam,Vinatieri,K,,90,2016
Erik,Walden,LOLB,,79,2016
Bjoern,Werner,ROLB,,74,2016
Griff,Whalen,WR,,72,2016
Ray,Agnew,FB,,65,2016
Dan,Bailey,K,,93,2016
Cole,Beasley,WR,,77,2016
Mackenzy,Bernadeau,RG,,78,2016
Ken,Bishop,DT,,63,2016
Jasper,Brinkley,MLB,,81,2016
Dez,Bryant,WR,,96,2016
Brandon,Carr,CB,,80,2016
Barry,Church,FS,,81,2016
Morris,Claiborne,CB,,73,2016
Tyler,Clutts,FB,,74,2016
Davon,Coleman,DT,,67,2016
La'el,Collins,LG,,72,2016
Jack,Crawford,LE,,73,2016
Tyrone,Crawford,DT,,82,2016
Lance,Dunbar,HB,,74,2016
Reggie,Dunn,WR,,56,2016
Lavar,Edwards,LE,,71,2016
Gavin,Escobar,TE,,75,2016
George,Farmer,WR,,61,2016
Travis,Frederick,C,,91,2016
Doug,Free,RT,,87,2016
Andrew,Gachkar,MLB,,75,2016
Ben,Gardner,LE,,68,2016
Laurence,Gibson,LT,,60,2016
Antwan,Goodley,WR,,68,2016
Chaz,Green,RT,,68,2016
Deontay,Greenberry,WR,,63,2016
Randy,Gregory,RE,,73,2016
James,Hanna,TE,,74,2016
Greg,Hardy,RE,,88,2016
Nick,Hayden,DT,,71,2016
Jeff,Heath,FS,,71,2016
Anthony,Hitchens,LOLB,,75,2016
A.J.,Jenkins,WR,,68,2016
Byron,Jones,CB,,73,2016
Chris,Jones,P,,78,2016
L.P.,LaDouceur,TE,,56,2016
Cameron,Lawrence,LOLB,,69,2016
DeMarcus,Lawrence,LE,,79,2016
Ronald,Leary,LG,,83,2016
Sean,Lee,ROLB,,89,2016
Zack,Martin,RG,,92,2016
Rolando,McClain,MLB,,86,2016
Terrell,McClain,DT,,77,2016
Danny,McCray,SS,,75,2016
Shane,McDermott,C,,62,2016
Darren,McFadden,HB,,76,2016
Ryan,Miller,LT,,63,2016
Jeremy,Mincey,RE,,82,2016
Mark,Nzeocha,ROLB,,58,2016
Tyler,Patmon,CB,,70,2016
Joseph,Randle,HB,,75,2016
Keith,Rivers,LOLB,,76,2016
Tony,Romo,QB,,93,2016
Ryan,Russell,LE,,64,2016
Orlando,Scandrick,CB,,88,2016
Lache,Seastrunk,HB,,66,2016
Jameill,Showers,QB,,55,2016
Tyron,Smith,LT,,93,2016
Robert,Steeples,CB,,63,2016
Devin,Street,WR,,69,2016
Geoff,Swaim,TE,,64,2016
Dustin,Vaughan,QB,,66,2016
Brandon,Weeden,QB,,73,2016
Darrion,Weems,LT,,66,2016
Chris,Whaley,DT,,63,2016
Corey,White,CB,,71,2016
Kyle,Wilber,LOLB,,77,2016
J.J.,Wilcox,SS,,79,2016
Ryan,Williams,HB,,73,2016
Terrance,Williams,WR,,82,2016
Damien,Wilson,MLB,,65,2016
Jason,Witten,TE,,93,2016
Walt,Aikens,SS,,66,2016
Jay,Ajayi,HB,,72,2016
Branden,Albert,LT,,90,2016
Mickey,Baucus,LT,,61,2016
McLeod,Bethel-Thompson,QB,,64,2016
Zack,Bowman,CB,,74,2016
Sam,Brenner,LG,,71,2016
LaRon,Byrd,WR,,65,2016
Jordan,Cameron,TE,,84,2016
Deandre,Coleman,DT,,64,2016
Will,Davis,CB,,72,2016
Louis,Delmas,FS,,83,2016
John,Denney,TE,,56,2016
Jamil,Douglas,LG,,70,2016
Terrence,Fede,RE,,72,2016
Brandon,Fields,P,,82,2016
Jason,Fox,RT,,73,2016
A.J.,Francis,DT,,62,2016
Josh,Freeman,QB,,67,2016
Mike,Gillislee,HB,,68,2016
Brent,Grimes,CB,,87,2016
Donald,Hawkins,RT,,64,2016
Matt,Hazel,WR,,67,2016
Ja'Wuan,James,RT,,76,2016
LaMichael,James,HB,,66,2016
Jelani,Jenkins,ROLB,,79,2016
Greg,Jennings,WR,,81,2016
Anthony,Johnson,DT,,67,2016
Don,Jones,FS,,69,2016
Reshad,Jones,SS,,92,2016
Dion,Jordan,RE,,74,2016
Jordan,Kovacs,FS,,71,2016
Jarvis,Landry,WR,,80,2016
Jeff,Linkenbach,RG,,75,2016
Tony,Lippett,CB,,63,2016
Arthur,Lynch,TE,,72,2016
Rishard,Matthews,WR,,72,2016
Bobby,McCain,CB,,65,2016
Brice,McCain,CB,,76,2016
Chris,McCain,LOLB,,70,2016
Jacques,McClendon,C,,71,2016
Lamar,Miller,HB,,84,2016
Koa,Misi,MLB,,84,2016
Earl,Mitchell,DT,,80,2016
Matt,Moore,QB,,73,2016
C.J.,Mosley,DT,,79,2016
DeVante,Parker,WR,,76,2016
Spencer,Paysinger,ROLB,,76,2016
Jordan,Phillips,DT,,65,2016
Mike,Pouncey,C,,84,2016
Michael,Preston,WR,,65,2016
Gerell,Robinson,FB,,62,2016
Sammy,Seamster,CB,,65,2016
Derrick,Shelby,LE,,76,2016
Kelvin,Sheppard,MLB,,73,2016
Dion,Sims,TE,,77,2016
Kenny,Stills,WR,,81,2016
Jake,Stoneburner,TE,,67,2016
Tommy,Streeter,WR,,64,2016
Caleb,Sturgis,K,,76,2016
Ndamukong,Suh,DT,,96,2016
Ryan,Tannehill,QB,,85,2016
Jamar,Taylor,CB,,68,2016
Dallas,Thomas,LG,,72,2016
Michael,Thomas,FS,,69,2016
Cedric,Thompson,FS,,64,2016
Jordan,Tripp,ROLB,,66,2016
Billy,Turner,RG,,75,2016
Olivier,Vernon,RE,,83,2016
Zach,Vigil,LOLB,,62,2016
Cameron,Wake,LE,,94,2016
J.D.,Walton,C,,73,2016
Damien,Williams,HB,,71,2016
Emmanuel,Acho,MLB,,69,2016
Nelson,Agholor,WR,,74,2016
Seyi,Ajirotutu,WR,,69,2016
Beau,Allen,DT,,69,2016
Kiko,Alonso,MLB,,87,2016
Miles,Austin,WR,,78,2016
Brandon,Bair,RE,,69,2016
Allen,Barbre,RG,,77,2016
Matt,Barkley,QB,,69,2016
Kenjon,Barner,HB,,67,2016
Connor,Barwin,LOLB,,87,2016
E.J.,Biggers,CB,,71,2016
Brandon,Boykin,CB,,82,2016
Sam,Bradford,QB,,79,2016
Bryan,Braman,ROLB,,72,2016
Trey,Burton,TE,,70,2016
Nolan,Carroll,CB,,74,2016
Brent,Celek,TE,,85,2016
Riley,Cooper,WR,,76,2016
Jerome,Couplin,SS,,69,2016
Fletcher,Cox,RE,,92,2016
Vinny,Curry,LE,,81,2016
Devante,Davis,WR,,65,2016
Jon,Dorenbos,TE,,51,2016
Zach,Ertz,TE,,84,2016
Randall,Evans,CB,,69,2016
Andrew,Gardner,LT,,67,2016
Najee,Goode,MLB,,64,2016
Kevin,Graf,RT,,67,2016
Brandon,Graham,ROLB,,86,2016
Taylor,Hart,LE,,71,2016
Brandon,Hepburn,ROLB,,70,2016
Jordan,Hicks,MLB,,64,2016
Josh,Huff,WR,,72,2016
Malcolm,Jenkins,FS,,85,2016
Lane,Johnson,RT,,88,2016
Brad,Jones,MLB,,73,2016
Donnie,Jones,P,,78,2016
Jason,Kelce,C,,87,2016
Wade,Keliikipi,DT,,68,2016
Dennis,Kelly,LG,,72,2016
Mychal,Kendricks,MLB,,86,2016
G.J.,Kinne,QB,,62,2016
Bennie,Logan,DT,,80,2016
Jeff,Maehl,WR,,64,2016
Chris,Maragos,FS,,74,2016
Ryan,Mathews,HB,,84,2016
Jordan,Matthews,WR,,81,2016
Byron,Maxwell,CB,,84,2016
Brian,Mihalik,RE,,58,2016
David,Molk,C,,74,2016
DeMarco,Murray,HB,,94,2016
Cody,Parkey,K,,80,2016
Jason,Peters,LT,,96,2016
Quron,Pratt,WR,,66,2016
Chris,Prosinski,SS,,69,2016
Ed,Reynolds,FS,,70,2016
Eric,Rowe,CB,,72,2016
DeMeco,Ryans,MLB,,82,2016
Mark,Sanchez,QB,,76,2016
JaCorey,Shepherd,CB,,63,2016
Marcus,Smith,LOLB,,70,2016
Darren,Sproles,HB,,82,2016
Tim,Tebow,QB,,68,2016
Cedric,Thornton,LE,,81,2016
Walter,Thurmond,CB,,75,2016
Matt,Tobin,RG,,72,2016
Eric,Tomlinson,TE,,65,2016
Matthew,Tucker,FB,,66,2016
Julian,Vandervelde,C,,66,2016
Jaylen,Watkins,CB,,68,2016
Earl,Wolff,SS,,77,2016
Phillip,Adams,CB,,70,2016
Robert,Alford,CB,,75,2016
Ricardo,Allen,CB,,68,2016
Jon,Asamoah,RG,,85,2016
Jonathan,Babineaux,DT,,83,2016
Sean,Baker,FS,,69,2016
Joplo,Bartu,MLB,,73,2016
Vic,Beasley Jr.,RE,,77,2016
Kroy,Biermann,RE,,77,2016
Matt,Bosher,P,,92,2016
Allen,Bradford,MLB,,66,2016
Matt,Bryant,K,,91,2016
Chris,Chester,LG,,83,2016
Adrian,Clayborn,RE,,78,2016
Tevin,Coleman,HB,,74,2016
Jalen,Collins,CB,,71,2016
Patrick,DiMarco,FB,,79,2016
Justin,Durant,ROLB,,84,2016
Devonta,Freeman,HB,,75,2016
Charles,Godfrey,FS,,76,2016
Malliciah,Goodman,LE,,69,2016
Harland,Gunn,LG,,70,2016
Ra'Shede,Hageman,DT,,73,2016
Leonard,Hankerson,WR,,76,2016
Justin,Hardy,WR,,71,2016
Josh,Harris,TE,,62,2016
Ricky,Havili-Heimuli,DT,,66,2016
Joe,Hawley,C,,74,2016
Devin,Hester,WR,,74,2016
Lamar,Holmes,LT,,70,2016
Kemal,Ishmael,SS,,79,2016
Tyson,Jackson,LE,,77,2016
Grady,Jarrett,DT,,67,2016
Julio,Jones,WR,,94,2016
Akeem,King,FS,,62,2016
Peter,Konz,C,,70,2016
Stansly,Maponga,RE,,72,2016
Freddie,Martino,WR,,61,2016
Cliff,Matthews,LE,,72,2016
Jake,Matthews,LT,,75,2016
Tony,Moeaki,TE,,74,2016
Collin,Mooney,FB,,73,2016
William,Moore,SS,,80,2016
Mike,Person,LG,,73,2016
Tyler,Polumbus,RT,,73,2016
Brooks,Reed,LOLB,,80,2016
Bernard,Reedy,WR,,62,2016
Sean,Renfree,QB,,70,2016
Jake,Rodgers,RT,,62,2016
Matt,Ryan,QB,,90,2016
O'Brien,Schofield,LOLB,,74,2016
Ryan,Schraeder,RT,,80,2016
Mickey,Shuler,TE,,66,2016
Antone,Smith,HB,,75,2016
Jared,Smith,RG,,72,2016
Jerome,Smith,HB,,67,2016
Paul,Soliai,DT,,80,2016
Dezmen,Southward,FS,,76,2016
Marquis,Spruill,ROLB,,68,2016
Tyler,Starr,LOLB,,63,2016
James,Stone,C,,67,2016
Nathan,Stupar,MLB,,66,2016
Jacob,Tamme,TE,,77,2016
Levine,Toilolo,TE,,75,2016
Desmond,Trufant,CB,,90,2016
Eric,Weems,WR,,72,2016
Kevin,White,CB,,65,2016
Roddy,White,WR,,84,2016
Nick,Williams,WR,,61,2016
Paul,Worrilow,MLB,,77,2016
Shane,Wynn,WR,,54,2016
T.J.,Yates,QB,,72,2016
Prince,Amukamara,CB,,86,2016
Robert,Ayers,LE,,82,2016
Jon,Beason,MLB,,79,2016
Will,Beatty,LT,,85,2016
Odell,Beckham Jr.,WR,,94,2016
Nat,Berhe,SS,,70,2016
Chris,Boswell,K,,52,2016
Jay,Bromley,DT,,69,2016
Chykie,Brown,CB,,70,2016
Josh,Brown,K,,87,2016
Victor,Butler,ROLB,,76,2016
Jonathan,Casillas,ROLB,,76,2016
Landon,Collins,SS,,74,2016
Juron,Criner,WR,,70,2016
Victor,Cruz,WR,,84,2016
Orleans,Darkwa,HB,,70,2016
Geremy,Davis,WR,,66,2016
Zak,DeOssie,TE,,62,2016
Larry,Donnell,TE,,79,2016
Kenrick,Ellis,DT,,75,2016
Daniel,Fells,TE,,76,2016
Chandler,Fenner,CB,,64,2016
Ereck,Flowers,LT,,73,2016
Adam,Gettis,RG,,68,2016
Josh,Gordy,CB,,73,2016
Dominique,Hamilton,DT,,68,2016
Johnathan,Hankins,DT,,86,2016
Chris,Harper,WR,,66,2016
Dwayne,Harris,WR,,75,2016
Mike,Harris,CB,,69,2016
Bobby,Hart,LG,,62,2016
Eric,Herman,RG,,65,2016
Mark,Herzlich,LOLB,,75,2016
Jayron,Hosley,CB,,70,2016
Henry,Hynoski,FB,,90,2016
Bennett,Jackson,CB,,64,2016
Cullen,Jenkins,LE,,78,2016
Rashad,Jennings,HB,,80,2016
John,Jerry,LG,,77,2016
Devon,Kennard,LOLB,,79,2016
Troy,Kropog,LG,,72,2016
Markus,Kuhn,DT,,70,2016
Robert,Malone,P,,66,2016
Eli,Manning,QB,,87,2016
Trumaine,McBride,CB,,75,2016
Jameel,McClain,MLB,,77,2016
Damontre,Moore,LE,,76,2016
Brandon,Mosley,RT,,70,2016
Ryan,Nassib,QB,,71,2016
Marshall,Newhouse,LT,,71,2016
Owamagbe,Odighizuwa,RE,,69,2016
Preston,Parker,WR,,70,2016
Jason,Pierre-Paul,RE,,89,2016
Justin,Pugh,RT,,79,2016
Rueben,Randle,WR,,82,2016
Dallas,Reynolds,LG,,70,2016
Weston,Richburg,C,,74,2016
Adrien,Robinson,TE,,70,2016
Dominique,Rodgers-Cromartie,CB,,88,2016
Geoff,Schwartz,RG,,78,2016
George,Selvie,RE,,74,2016
Ricky,Stanzi,QB,,64,2016
Julian,Talley,WR,,63,2016
Cooper,Taylor,FS,,71,2016
J.T.,Thomas,ROLB,,75,2016
Mykkele,Thompson,FS,,64,2016
Shane,Vereen,HB,,81,2016
Trevin,Wade,CB,,64,2016
Corey,Washington,WR,,66,2016
Steve,Weatherford,P,,79,2016
Nikita,Whitlock,FB,,61,2016
Andre,Williams,HB,,73,2016
Kerry,Wynn,RE,,65,2016
Tyson,Alualu,LE,,76,2016
Bryan,Anger,P,,86,2016
Zane,Beadles,LG,,83,2016
Arrelious,Benn,WR,,71,2016
Michael,Bennett,DT,,69,2016
Justin,Blackmon,WR,,76,2016
Cody,Booth,RT,,66,2016
Blake,Bortles,QB,,74,2016
Luke,Bowanko,C,,75,2016
Andre,Branch,LE,,75,2016
Sergio,Brown,FS,,80,2016
Tommie,Campbell,CB,,66,2016
A.J.,Cann,LG,,73,2016
Chris,Clemons,RE,,77,2016
Aaron,Colvin,CB,,71,2016
Johnathan,Cyprien,SS,,79,2016
Matt,Daniels,SS,,73,2016
Ryan,Davis,RE,,76,2016
Tandon,Doss,WR,,71,2016
Josh,Evans,FS,,70,2016
Khairi,Fortt,LOLB,,68,2016
Dante,Fowler Jr.,RE,,79,2016
Jeremiah,George,MLB,,67,2016
Toby,Gerhart,HB,,73,2016
Corey,Grant,HB,,58,2016
Dwayne,Gratz,CB,,78,2016
Rashad,Greene,WR,,71,2016
Clay,Harbor,TE,,74,2016
Jeremy,Harris,CB,,67,2016
Chad,Henne,QB,,73,2016
Ziggy,Hood,DT,,78,2016
Davon,House,CB,,80,2016
Allen,Hurns,WR,,73,2016
Nic,Jacobs,FB,,70,2016
Luke,Joeckel,LT,,76,2016
Storm,Johnson,HB,,70,2016
Abry,Jones,DT,,68,2016
Ben,Koyack,TE,,64,2016
Marqise,Lee,WR,,74,2016
Marcedes,Lewis,TE,,81,2016
Brandon,Linder,RG,,87,2016
Craig,Loston,SS,,71,2016
John,Lotulelei,ROLB,,68,2016
Sen'Derrick,Marks,DT,,87,2016
Demetrius,McCray,CB,,77,2016
Roy,Miller,DT,,75,2016
Stephen,Morris,QB,,64,2016
Jared,Odrick,DT,,84,2016
Jermey,Parnell,RT,,84,2016
Austin,Pasztor,RT,,74,2016
Bernard,Pierce,HB,,72,2016
Paul,Posluszny,MLB,,83,2016
LaRoy,Reynolds,LOLB,,73,2016
Allen,Robinson,WR,,79,2016
Denard,Robinson,HB,,74,2016
James,Sample,SS,,67,2016
Ace,Sanders,WR,,71,2016
Josh,Scobee,K,,85,2016
Tyler,Shatley,RG,,67,2016
Dan,Skuta,LOLB,,80,2016
Chris,Smith,RE,,70,2016
Telvin,Smith,ROLB,,79,2016
Neal,Sterling,WR,,59,2016
Julius,Thomas,TE,,89,2016
Peyton,Thompson,CB,,63,2016
Carson,Tinker,TE,,52,2016
Jeff,Tuel,QB,,66,2016
Bryan,Walters,WR,,65,2016
Josh,Wells,RT,,73,2016
Brennan,Williams,LT,,60,2016
Stefen,Wisniewski,C,,80,2016
T.J.,Yeldon,HB,,73,2016
Sam,Young,LT,,65,2016
Oday,Aboushi,RT,,75,2016
Antonio,Allen,FS,,79,2016
Jace,Amaro,TE,,76,2016
Jason,Babin,ROLB,,79,2016
T.J.,Barnes,RE,,62,2016
Tommy,Bohanon,FB,,76,2016
Stephen,Bowen,RE,,73,2016
James,Brewer,LG,,74,2016
Curtis,Brown,CB,,69,2016
James,Carpenter,RG,,80,2016
Willie,Colon,LG,,77,2016
Quinton,Coples,ROLB,,79,2016
Antonio,Cromartie,CB,,86,2016
Jeff,Cumberland,TE,,74,2016
Demario,Davis,MLB,,81,2016
Kellen,Davis,TE,,74,2016
Eric,Decker,WR,,86,2016
Dakota,Dozier,RG,,69,2016
Ikemefuna,Enemkpali,ROLB,,68,2016
Quincy,Enunwa,WR,,65,2016
Shaq,Evans,WR,,65,2016
D'Brickashaw,Ferguson,LT,,84,2016
Ryan,Fitzpatrick,QB,,78,2016
Nick,Folk,K,,80,2016
Dalton,Freeman,C,,69,2016
Breno,Giacomini,RT,,78,2016
Marcus,Gilchrist,SS,,79,2016
T.J.,Graham,WR,,71,2016
Saalim,Hakim,WR,,57,2016
David,Harris,MLB,,81,2016
Damon,Harrison,DT,,88,2016
Jarvis,Harrison,RG,,68,2016
Erin,Henderson,MLB,,74,2016
Ben,Ijalana,LT,,66,2016
Chris,Ivory,HB,,80,2016
Jaiquawn,Jarrett,SS,,79,2016
Wesley,Johnson,C,,67,2016
Jeremy,Kerley,WR,,76,2016
Jamari,Lattimore,MLB,,72,2016
Nick,Mangold,C,,95,2016
Brandon,Marshall,WR,,89,2016
Lorenzo,Mauldin,LOLB,,67,2016
Joe,Mays,MLB,,77,2016
Dexter,McDougle,CB,,70,2016
Rontez,Miles,FS,,71,2016
Dee,Milliner,CB,,77,2016
Chris,Owusu,WR,,68,2016
Calvin,Pace,LOLB,,77,2016
Bryce,Petty,QB,,70,2016
DeVier,Posey,WR,,68,2016
Bilal,Powell,HB,,74,2016
Walter,Powell,WR,,62,2016
Calvin,Pryor,FS,,82,2016
Tanner,Purdum,TE,,54,2016
Ryan,Quigley,P,,84,2016
Trevor,Reilly,LOLB,,69,2016
Darrelle,Revis,CB,,97,2016
Daryl,Richardson,HB,,68,2016
Sheldon,Richardson,RE,,92,2016
Stevan,Ridley,HB,,76,2016
Wes,Saxton,TE,,63,2016
Deon,Simon,DT,,64,2016
Buster,Skrine,CB,,78,2016
Devin,Smith,WR,,72,2016
Geno,Smith,QB,,76,2016
Zac,Stacy,HB,,76,2016
Zach,Sudfeld,TE,,71,2016
Kevin,Vickerson,LE,,74,2016
Darrin,Walls,CB,,74,2016
Muhammad,Wilkerson,LE,,96,2016
Leonard,Williams,LE,,80,2016
Marcus,Williams,CB,,71,2016
Brian,Winters,LG,,69,2016
Ameer,Abdullah,HB,,74,2016
Isa,Abdul-Quddus,SS,,71,2016
Ezekiel,Ansah,RE,,88,2016
David,Ausberry,TE,,74,2016
Joique,Bell,HB,,80,2016
Bill,Bentley,CB,,72,2016
Taylor,Boggs,C,,67,2016
Al,Bond,RG,,62,2016
Ryan,Broyles,WR,,71,2016
Michael,Burton,FB,,64,2016
Crezdon,Butler,CB,,65,2016
Josh,Bynes,LOLB,,75,2016
Don,Carey,FS,,73,2016
Alex,Carter,CB,,68,2016
Braxston,Cave,C,,66,2016
Jermelle,Cudjo,DT,,70,2016
Quandre,Diggs,CB,,65,2016
Eric,Ebron,TE,,75,2016
Joseph,Fauria,TE,,77,2016
Corey,Fuller,WR,,72,2016
Garrett,Gilbert,QB,,65,2016
Phillip,Hunt,LE,,73,2016
Emil,Igwenagu,TE,,65,2016
James,Ihedigbo,SS,,85,2016
Calvin,Johnson,WR,,95,2016
Vernon,Johnson,WR,,59,2016
Jason,Jones,LE,,80,2016
T.J.,Jones,WR,,67,2016
Darren,Keyton,C,,64,2016
Nevin,Lawson,CB,,72,2016
DeAndre,Levy,ROLB,,93,2016
Travis,Lewis,MLB,,65,2016
Cornelius,Lucas,LT,,65,2016
Sam,Martin,P,,91,2016
Rashean,Mathis,CB,,84,2016
Kellen,Moore,QB,,71,2016
Lance,Moore,WR,,73,2016
Don,Muhlbach,TE,,59,2016
Nate,Ness,CB,,66,2016
Haloti,Ngata,DT,,92,2016
Dan,Orlovsky,QB,,70,2016
Chris,Owens,CB,,75,2016
Brandon,Pettigrew,TE,,77,2016
Matt,Prater,K,,85,2016
Xavier,Proctor,RE,,62,2016
Glover,Quin,FS,,90,2016
Manny,Ramirez,LG,,79,2016
Caraun,Reid,DT,,68,2016
Riley,Reiff,LT,,82,2016
Theo,Riddick,HB,,75,2016
Corey,Robinson,LT,,63,2016
Jeremy,Ross,WR,,72,2016
Greg,Salas,WR,,70,2016
Mohammed,Seisay,CB,,65,2016
Darius,Slay,CB,,84,2016
Matthew,Stafford,QB,,84,2016
Julian,Stanford,ROLB,,72,2016
Travis,Swanson,C,,73,2016
Darryl,Tapp,RE,,72,2016
Golden,Tate,WR,,88,2016
Devin,Taylor,LE,,72,2016
Jordan,Thompson,TE,,67,2016
Laken,Tomlinson,LG,,74,2016
Stephen,Tulloch,MLB,,87,2016
Kyle,Van Noy,LOLB,,72,2016
LaAdrian,Waddle,RT,,79,2016
Tyrunn,Walker,DT,,79,2016
Larry,Warford,RG,,87,2016
Larry,Webster,LE,,69,2016
Tahir,Whitehead,MLB,,82,2016
Michael,Williams,RT,,66,2016
Josh,Wilson,CB,,78,2016
George,Winn,HB,,69,2016
Gabe,Wright,DT,,65,2016
Zach,Zenner,HB,,67,2016
Jared,Abbrederis,WR,,69,2016
Davante,Adams,WR,,79,2016
Kennard,Backman,TE,,64,2016
David,Bakhtiari,LT,,79,2016
Chris,Banjo,SS,,69,2016
Don,Barclay,RT,,75,2016
Sam,Barrington,MLB,,74,2016
Matt,Blanchard,QB,,62,2016
Javess,Blue,WR,,60,2016
Josh,Boyd,LE,,76,2016
Carl,Bradford,MLB,,71,2016
Bryan,Bulaga,RT,,87,2016
Morgan,Burnett,SS,,86,2016
Ha Ha,Clinton-Dix,FS,,81,2016
Randall,Cobb,WR,,91,2016
Ricky,Collins,WR,,61,2016
John,Crockett,HB,,68,2016
Mason,Crosby,K,,84,2016
Mike,Daniels,RE,,89,2016
Jayrone,Elliott,LOLB,,68,2016
Bruce,Gaston,RE,,63,2016
Garth,Gerhart,LG,,70,2016
Tay,Glover-Wright,CB,,68,2016
Brett,Goode,C,,62,2016
Demetri,Goodson,CB,,71,2016
Letroy,Guion,DT,,74,2016
LaDarius,Gunter,CB,,63,2016
Alonzo,Harris,HB,,60,2016
Casey,Hayward,CB,,85,2016
Adrian,Hubbard,LOLB,,64,2016
Brett,Hundley,QB,,70,2016
Micah,Hyde,FS,,79,2016
Jeff,Janis,WR,,71,2016
Datone,Jones,LE,,74,2016
John,Kuhn,FB,,89,2016
Eddie,Lacy,HB,,90,2016
T.J.,Lang,RG,,92,2016
Corey,Linsley,C,,86,2016
Tim,Masthay,P,,63,2016
Clay,Matthews,MLB,,90,2016
Ty,Montgomery,WR,,69,2016
Andy,Mulumba,ROLB,,68,2016
Mike,Neal,ROLB,,76,2016
Rajion,Neal,HB,,66,2016
Jordy,Nelson,WR,,93,2016
Nate,Palmer,LOLB,,66,2016
Mike,Pennel,DT,,69,2016
Julius,Peppers,LOLB,,88,2016
Justin,Perillo,TE,,64,2016
Nick,Perry,ROLB,,79,2016
Andrew,Quarless,TE,,77,2016
B.J.,Raji,DT,,81,2016
Damarious,Randall,CB,,72,2016
Sean,Richardson,SS,,73,2016
Christian,Ringo,DT,,62,2016
Aaron,Ripkowski,FB,,65,2016
Aaron,Rodgers,QB,,99,2016
Richard,Rodgers,TE,,74,2016
Quinten,Rollins,CB,,67,2016
Jake,Ryan,MLB,,65,2016
Sam,Shields,CB,,82,2016
Josh,Sitton,LG,,97,2016
James,Starks,HB,,78,2016
Lane,Taylor,RG,,66,2016
Joe,Thomas,MLB,,65,2016
Khyri,Thornton,LE,,68,2016
Scott,Tolzien,QB,,71,2016
J.C.,Tretter,C,,73,2016
Jeremy,Vujnovich,LT,,60,2016
Myles,White,WR,,64,2016
Mario,Addison,LE,,77,2016
Frank,Alexander,LE,,69,2016
Derek,Anderson,QB,,72,2016
Cameron,Artis-Payne,HB,,69,2016
Kelvin,Benjamin,WR,,86,2016
Bene,Benwikere,CB,,81,2016
Brenton,Bersin,WR,,67,2016
Tre,Boston,FS,,81,2016
Jarrett,Boykin,WR,,72,2016
Richie,Brockel,FB,,75,2016
Corey,Brown,WR,,73,2016
Mike,Brown,WR,,66,2016
Carrington,Byndom,CB,,64,2016
Nate,Chandler,RT,,76,2016
Colin,Cole,DT,,74,2016
Kurt,Coleman,SS,,79,2016
Jerricho,Cotchery,WR,,76,2016
Thomas,Davis,LOLB,,90,2016
Ed,Dickson,TE,,76,2016
Kony,Ealy,RE,,72,2016
Dwan,Edwards,DT,,75,2016
Brian,Folkerts,C,,67,2016
David,Foucault,RT,,67,2016
Devin,Funchess,WR,,72,2016
Graham,Gano,K,,87,2016
Ted,Ginn Jr.,WR,,75,2016
Adarius,Glanton,LOLB,,64,2016
Tyronne,Green,RG,,71,2016
Roman,Harper,SS,,79,2016
Stephen,Hill,WR,,66,2016
Wes,Horton,RE,,74,2016
Ben,Jacobs,MLB,,64,2016
J.J.,Jansen,TE,,51,2016
Charles,Johnson,LE,,89,2016
Colin,Jones,FS,,72,2016
Ryan,Kalil,C,,87,2016
A.J.,Klein,ROLB,,74,2016
Luke,Kuechly,MLB,,96,2016
Robert,Lester,SS,,75,2016
Star,Lotulelei,DT,,87,2016
Kyle,Love,DT,,73,2016
Dean,Marlowe,FS,,62,2016
Jonathan,Martin,LT,,67,2016
