Name,Team,Position,OVR
Eric Smith,Jets,FS,78
Chris Houston,Lions,CB,78
Shawntae Spencer,49ers,CB,78
Reggie Smith,49ers,SS,78
Gibril Wilson,Bengals,SS,77
Drayton Florence,Bills,CB,77
Charlie Peprah,Packers,SS,77
Mike Adams,Browns,FS,77
Courtney Greene,Jaguars,SS,77
Morgan Burnett,Packers,SS,77
Steve Gregory,Chargers,SS,77
Bryant McFadden,Steelers,CB,77
Mike Jenkins,Cowboys,CB,77
Husain Abdullah,Vikings,FS,77
James Butler,Rams,FS,77
Amari Spievey,Lions,SS,77
Kelly Jennings,Bengals,CB,76
Reggie Nelson,Bengals,FS,76
Usama Young,Browns,FS,76
Brodney Pool,Jets,FS,76
Bradley Fletcher,Rams,CB,76
Atari Bigby,Seahawks,SS,76
Jason McCourty,Titans,CB,76
Tyrell Johnson,Vikings,SS,76
Chris Johnson,Raiders,CB,76
Gerald Sensabaugh,Cowboys,FS,76
Chris Clemons,Dolphins,FS,76
Phillip Buchanon,Redskins,CB,76
Nate Allen,Eagles,SS,76
Sherrod Martin,Panthers,FS,76
Jimmy Smith,Ravens,CB,76
Reed Doughty,Redskins,FS,75
George Wilson,Bills,SS,75
Michael Mitchell,Raiders,SS,75
Kam Chancellor,Seahawks,SS,75
Kendrick Lewis,Chiefs,FS,75
Jamarca Sanford,Vikings,SS,75
Justin Tryon,Colts,CB,75
Lardarius Webb,Ravens,CB,75
Derek Cox,Jaguars,CB,75
Justin Tryon,Colts,CB,75
Danieal Manning,Texans,FS,75
Michael Mitchell,Raiders,SS,75
Derek Cox,Jaguars,CB,75
Alphonso Smith,Lions,CB,75
Sam Shields,Packers,CB,75
Zackary Bowman,Bears,CB,74
Darrell Stuckey,Chargers,FS,74
Ras-I Dowling,Patriots,CB,74
Jon McGraw,Chiefs,FS,74
Kurt Coleman,Eagles,FS,74
Brian Williams,Giants,CB,74
Dwight Lowery,Jaguars,SS,74
Kyle Wilson,Jets,CB,74
Sean Considine,Panthers,SS,73
Rahim Moore,Broncos,FS,73
Captain Munnerlyn,Panthers,CB,73
Javier Arenas,Chiefs,CB,73
Patrick Robinson,Saints,CB,73
Sabby Piscitelli,Chiefs,SS,73
Hiram Eugene,Raiders,FS,73
Orlando Scandrick,Cowboys,CB,73
Drew Coleman,Jaguars,CB,73
Major Wright,Bears,FS,72
Craig Steltz,Bears,SS,72
Pacman Jones,Bengals,CB,72
Jonathan Wilhite,Broncos,CB,72
Kyle Arrington,Patriots,CB,72
Tarell Brown,49ers,CB,72
Chris Conte,Bears,FS,71
D.J. Moore,Bears,CB,71
Taylor Mays,Bengals,SS,71
Aaron Williams,Bills,CB,71
Troy Nolan,Texans,FS,71
Dimitri Patterson,Browns,CB,71
Madieu Williams,49ers,FS,71
Quinton Carter,Broncos,SS,70
Cody Grimm,Buccaneers,FS,70
Brandon Harris,Texans,CB,70
Cary Williams,Ravens,CB,70
Brandon Browner,Seahawks,CB,70
Jacob Lacey,Colts,CB,70
Barry Church,Cowboys,SS,70
Alan Ball,Cowboys,CB,70
Reshad Jones,Dolphins,FS,70
Benny Sapp,Dolphins,CB,70
Chris Owens,Falcons,CB,70
Tramaine Brock,49ers,CB,70
Asher Allen,Vikings,CB,70
Brice McCain,Texans,CB,69
Paul Oliver,Saints,FS,69
E.J. Biggers,Buccaneers,CB,69
Brice McCain,Texans,CB,69
Marcus Gilchrist,Chargers,CB,69
Jaiquawn Jarrett,Eagles,FS,69
Will Allen,Steelers,SS,69
Brandon McDonald,Lions,CB,69
Matt Giordano,Raiders,FS,69
Kevin Barnes,Redskins,CB,69
Jerome Murphy,Rams,CB,69
Brandon Ghee,Bengals,CB,68
Syd'Quan Thompson,Broncos,CB,68
Curtis Brown,Steelers,CB,68
Corey Lynch,Buccaneers,SS,68
Shareece Wright,Chargers,CB,68
William Gay,Steelers,CB,68
Colt Anderson,Eagles,SS,68
Donald Strickland,Jets,CB,68
Leigh Torrence,Saints,CB,68
Pat Lee,Packers,CB,68
Jordan Pugh,Panthers,FS,68
Stevie Brown,Panthers,FS,68
Darius Butler,Patriots,CB,68
Johnny Patrick,Saints,CB,68
Justin King,Rams,CB,68
DeJon Gomes,Redskins,SS,68
Ryan Mundy,Steelers,FS,67
Da'Norris Searcy,Bills,SS,67
Byron Westbrook,Redskins,CB,67
Hamza Abdullah,Cardinals,FS,67
Jalil Brown,Chiefs,CB,67
Walter Thurmond III,Seahawks,CB,67
Shann Schillinger,Falcons,FS,67
William Middleton,Jaguars,CB,67
David Jones,Jaguars,CB,67
Brandon Hogan,Panthers,CB,67
Joshua Moore,Bears,CB,66
Cassius Vaughn,Broncos,CB,66
David Bruton,Broncos,FS,66
Myron Lewis,Buccaneers,CB,66
Ahmad Black,Buccaneers,FS,66
Rashad Johnson,Cardinals,SS,66
Travis Daniels,Chiefs,CB,66
Chris Cook,Vikings,CB,66
Curtis Marsh,Eagles,CB,66
Chris Culliver,49ers,CB,66
Chris Prosinski,Jaguars,FS,66
John Wendling,Lions,FS,66
DeMarcus Van Dyke,Raiders,CB,66
Darian Stewart,Rams,FS,66
Darian Stewart,Rams,FS,66
Anthony Smith,Titans,FS,66
Chris Cook,Vikings,CB,66
Morgan Trent,Bengals,CB,65
Elbert Mack,Buccaneers,CB,65
Michael Adams,Cardinals,CB,65
Tyrone Culver,Dolphins,SS,65
Brandon Hughes,Eagles,CB,65
C.J. Spillman,49ers,SS,65
Davon House,Packers,CB,65
Jarrett Bush,Packers,CB,65
Jerome Boyd,Raiders,SS,65
Chimdi Chekwa,Raiders,CB,65
Brandon Burton,Vikings,CB,65
Roc Carmichael,Texans,CB,64
Kyle McCarthy,Broncos,SS,64
Nolan Carroll,Dolphins,CB,64
Trevard Lindley,Eagles,CB,64
Emanuel Cook,Jets,SS,64
Josh Thomas,Panthers,CB,64
Haruki Nakamura,Ravens,FS,64
Robert Sands,Bengals,FS,63
Ray Ventrone,Browns,SS,63
Dante Hughes,Chargers,CB,63
Chris Rucker,Colts,CB,63
David Caldwell,Colts,FS,63
Danny McCray,Cowboys,FS,63
Bryan McCann,Cowboys,CB,63
Dominique Franks,Falcons,CB,63
Colin Jones,49ers,FS,63
Josh Barrett,Patriots,SS,63
Chykie Brown,Ravens,CB,63
Byron Maxwell,Seahawks,CB,63
Mistral Raymond,Vikings,FS,63
Larry Asante,Buccaneers,FS,62
Shiloh Keo,Texans,FS,62
Kevin Thomas,Colts,CB,62
Darrin Walls,Falcons,CB,62
Marquice Cole,Jets,CB,62
Sergio Brown,Patriots,FS,62
Isa Abdul-Quddus,Saints,FS,62
Roy Lewis,Seahawks,CB,62
Marcus Sherels,Vikings,CB,62
Jimmy Wilson,Dolphins,CB,61
Cortez Allen,Steelers,CB,61
Chris Harris,Broncos,CB,60
Nick Polk,Chargers,FS,60
Rod Issac,Jaguars,CB,60
M.D. Jennings,Packers,FS,60
Ross Ventrone,Patriots,FS,60
Jermale Hines,Rams,SS,60
Tommie Campbell,Titans,CB,60
C.J. Wallace,Chargers,FS,59
Tyler Sash,Giants,SS,59
Keenan Lewis,Steelers,CB,59
Justin Rogers,Bills,CB,58
Buster Skrine,Browns,CB,58
James Ihedigbo,Patriots,SS,58
Eric Hagg,Browns,SS,57
Anthony Gaitor,Buccaneers,CB,57
Jonathon Amaya,Saints,SS,57
R.J. Stanford,Panthers,CB,56
Michael Coe,Giants,CB,55
Joe Lefeged,Colts,SS,54
Joe Porter,Raiders,CB,54
Richard Sherman,Seahawks,CB,52
