Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Institutional/Government Support,Student Fees,Total Institutional/Government Support and Student Fees,Total Football Spending,Total Football Coaching Salaries
Arizona State University,104151,2014,Football Bowl Subdivision,Pacific-12 Conference,"$75,583,209 ",$0 ,"$10,823,263 ","$1,617,892 ","$1,466,999 ","$1,124,319 ","$8,690,631 ","$11,378,527 ","$16,944,053 ","$10,660,198 ","$12,877,327 ","$75,761,808 ","$3,816,675 ","$10,288,270 ","$13,686,292 ","$1,419,344 ","$23,275,672 ","$13,063,169 ","$10,212,387 ",$0 ,"$10,212,387 ","$28,254,928 ","$7,693,126 "
Arizona State University,104151,2015,Football Bowl Subdivision,Pacific-12 Conference,"$84,931,650 ",$0 ,"$10,777,194 ","$1,869,622 ","$1,571,787 ","$1,189,077 ","$9,493,457 ","$15,103,202 ","$17,999,822 ","$15,439,829 ","$11,487,661 ","$85,505,321 ","$3,717,200 ","$10,408,815 ","$14,957,169 ",$0 ,"$25,617,165 ","$11,181,356 ","$9,540,694 ","$10,082,922 ","$19,623,616 ","$27,917,778 ","$8,433,442 "
Arizona State University,104151,2016,Football Bowl Subdivision,Pacific-12 Conference,"$89,086,777 ",$0 ,"$9,935,902 ","$1,504,430 ","$1,174,254 ","$1,201,961 ","$9,058,326 ","$19,728,335 ","$17,067,549 ","$15,502,393 ","$13,913,627 ","$94,662,743 ","$4,071,076 ","$13,656,265 ","$16,660,713 ","$2,344,292 ","$28,454,126 ","$11,899,256 ","$7,000,319 ","$10,576,696 ","$17,577,015 ","$27,084,029 ","$7,513,685 "
Arizona State University,104151,2017,Football Bowl Subdivision,Pacific-12 Conference,"$98,825,395 ",$0 ,"$8,545,549 ","$1,771,453 ","$1,491,284 ","$1,482,432 ","$8,527,066 ","$25,686,286 ","$19,134,263 ","$17,411,130 ","$14,775,932 ","$101,579,860 ","$3,842,275 ","$16,611,557 ","$19,802,494 ","$568,500 ","$31,855,182 ","$10,033,481 ","$8,060,927 ","$10,805,444 ","$18,866,371 ","$31,724,820 ","$8,332,187 "
Arizona State University,104151,2018,Football Bowl Subdivision,Pacific-12 Conference,"$126,782,387 ",$0 ,"$9,549,397 ","$1,630,447 ","$1,763,586 ","$1,543,683 ","$11,221,325 ","$32,377,384 ","$20,838,455 ","$32,149,151 ","$15,708,959 ","$113,636,755 ","$3,923,623 ","$18,070,949 ","$24,994,817 ","$506,500 ","$33,127,207 ","$12,401,920 ","$9,756,971 ","$10,854,768 ","$20,611,739 ","$52,816,903 ","$8,586,651 "
Arkansas State University,106458,2005,Football Bowl Subdivision,Sun Belt Conference,"$11,582,181 ",$0 ,"$332,667 ","$169,413 ","$597,776 ","$230,529 ","$1,599,580 ","$1,495,141 ","$2,426,231 ","$1,726,324 ","$3,004,520 ","$8,865,823 ","$552,804 ","$552,403 ","$691,965 ","$1,678,586 ","$612,445 ","$986,984 ","$921,726 ","$2,868,910 ","$3,790,636 ","$3,642,170 ","$980,002 "
Arkansas State University,106458,2006,Football Bowl Subdivision,Sun Belt Conference,"$12,402,013 ",$0 ,"$779,513 ","$244,597 ","$978,372 ","$249,618 ","$1,657,029 ","$856,205 ","$2,952,628 ","$1,674,686 ","$3,009,365 ","$9,312,163 ","$871,448 ","$467,023 ","$598,183 ","$779,008 ","$833,921 ","$1,742,981 ","$1,223,042 ","$2,796,557 ","$4,019,599 ","$4,432,020 ","$1,324,205 "
Arkansas State University,106458,2007,Football Bowl Subdivision,Sun Belt Conference,"$12,030,244 ",$0 ,"$739,936 ","$213,849 ","$671,373 ","$255,738 ","$1,820,770 ","$839,902 ","$2,911,619 ","$1,464,461 ","$3,112,598 ","$9,060,951 ","$910,917 ","$468,709 ","$624,061 ","$1,500,160 ","$609,815 ","$1,091,673 ","$1,223,712 ","$2,631,904 ","$3,855,616 ","$4,277,897 ","$1,221,960 "
Arkansas State University,106458,2008,Football Bowl Subdivision,Sun Belt Conference,"$11,580,070 ",$0 ,"$793,050 ","$172,627 ","$642,650 ","$258,496 ","$1,571,604 ","$927,965 ","$2,734,442 ","$1,275,956 ","$3,203,278 ","$9,355,881 ","$961,491 ","$422,127 ","$443,797 ","$2,104,804 ","$645,060 ","$1,067,490 ","$1,201,955 ","$2,509,157 ","$3,711,112 ","$4,045,671 ",
Arkansas State University,106458,2009,Football Bowl Subdivision,Sun Belt Conference,"$12,363,587 ",$0 ,"$747,426 ","$183,301 ","$594,041 ","$276,149 ","$1,893,958 ","$1,922,814 ","$2,297,871 ","$1,081,882 ","$3,366,146 ","$11,159,333 ","$892,839 ","$287,392 ","$687,489 ","$2,104,315 ","$714,876 ","$1,113,165 ","$2,244,113 ","$3,115,143 ","$5,359,256 ","$4,229,112 ","$1,001,166 "
Arkansas State University,106458,2010,Football Bowl Subdivision,Sun Belt Conference,"$14,675,186 ",$0 ,"$706,244 ","$180,391 ","$483,104 ","$271,342 ","$1,863,762 ","$1,454,423 ","$3,675,025 ","$1,464,427 ","$4,576,467 ","$10,433,145 ","$926,579 ","$366,152 ","$645,829 ","$2,421,474 ","$737,653 ","$979,563 ","$1,237,946 ","$3,117,949 ","$4,355,894 ","$4,604,693 ","$1,222,842 "
Arkansas State University,106458,2011,Football Bowl Subdivision,Sun Belt Conference,"$14,270,425 ",$0 ,"$813,235 ","$124,993 ","$480,142 ","$333,296 ","$2,006,075 ","$1,010,399 ","$2,952,450 ","$1,685,563 ","$4,864,271 ","$14,270,425 ","$1,100,531 ","$217,538 ","$68,827 ","$2,979,294 ","$719,785 ","$893,567 ","$5,196,719 ","$3,094,163 ","$8,290,882 ","$5,106,285 ","$1,404,310 "
Arkansas State University,106458,2012,Football Bowl Subdivision,Sun Belt Conference,"$16,001,572 ",$0 ,"$716,792 ","$154,029 ","$564,911 ","$315,570 ","$2,227,626 ","$1,777,417 ","$3,354,304 ","$1,910,706 ","$4,980,218 ","$16,001,572 ","$1,288,763 ","$504,685 ","$88,058 ","$2,347,031 ","$1,066,064 ","$1,355,786 ","$5,669,527 ","$3,681,659 ","$9,351,186 ","$5,539,919 ","$1,485,397 "
Arkansas State University,106458,2013,Football Bowl Subdivision,Sun Belt Conference,"$16,773,758 ",$0 ,"$790,793 ","$92,801 ","$729,929 ","$408,511 ","$2,624,730 ","$2,036,454 ","$3,840,081 ","$1,760,672 ","$4,489,787 ","$16,773,758 ","$1,697,834 ","$258,955 ","$415,596 ","$2,318,093 ","$1,036,894 ","$1,440,735 ","$4,899,672 ","$4,705,980 ","$9,605,652 ","$6,510,447 ","$1,656,668 "
Arkansas State University,106458,2014,Football Bowl Subdivision,Sun Belt Conference,"$20,430,232 ",$0 ,"$2,589,986 ","$172,650 ","$597,019 ","$438,038 ","$2,781,139 ","$2,004,839 ","$3,814,565 ","$2,573,557 ","$5,458,438 ","$20,430,232 ","$2,295,179 ","$653,348 ","$1,582,029 ","$1,947,543 ","$1,687,386 ","$1,475,359 ","$6,096,347 ","$4,693,040 ","$10,789,387 ","$7,694,871 ","$1,861,837 "
Arkansas State University,106458,2015,Football Bowl Subdivision,Sun Belt Conference,"$29,580,316 ",$0 ,"$10,963,146 ","$175,543 ","$625,857 ","$434,792 ","$2,823,166 ","$2,180,207 ","$4,113,448 ","$2,760,736 ","$5,503,420 ","$29,580,316 ","$2,898,205 ","$1,421,968 ","$6,361,232 ","$1,552,340 ","$1,801,207 ","$1,330,515 ","$9,589,393 ","$4,625,456 ","$14,214,849 ","$15,262,403 ","$2,123,403 "
Arkansas State University,106458,2016,Football Bowl Subdivision,Sun Belt Conference,"$43,102,044 ",$0 ,"$21,259,384 ","$293,925 ","$504,500 ","$467,315 ","$3,418,411 ","$3,201,101 ","$4,271,784 ","$2,930,204 ","$6,755,420 ","$43,102,044 ","$20,171,663 ","$1,619,354 ","$2,220,434 ","$1,773,000 ","$2,552,203 ","$1,666,852 ","$8,071,017 ","$5,027,521 ","$13,098,538 ","$13,020,362 ","$2,295,196 "
Arkansas State University,106458,2017,Football Bowl Subdivision,Sun Belt Conference,"$39,459,027 ",$0 ,"$14,563,139 ","$235,302 ","$594,063 ","$546,870 ","$3,289,607 ","$5,814,531 ","$4,519,859 ","$3,036,818 ","$6,858,838 ","$39,459,027 ","$7,371,617 ","$2,748,570 ","$9,594,061 ","$1,974,500 ","$3,638,599 ","$1,507,387 ","$7,753,732 ","$4,870,561 ","$12,624,293 ","$18,996,248 ","$2,437,212 "
Arkansas State University,106458,2018,Football Bowl Subdivision,Sun Belt Conference,"$40,098,989 ",$0 ,"$15,985,704 ","$259,991 ","$322,500 ","$475,581 ","$3,380,497 ","$4,645,127 ","$4,778,912 ","$2,984,987 ","$7,265,690 ","$40,098,989 ","$9,048,768 ","$3,497,265 ","$9,541,269 ","$1,986,500 ","$2,216,269 ","$1,374,396 ","$7,795,294 ","$4,639,228 ","$12,434,522 ","$20,884,373 ","$2,556,699 "
Auburn University,100858,2005,Football Bowl Subdivision,Southeastern Conference,"$75,353,071 ",$0 ,"$9,222,083 ","$622,296 ","$3,603,663 ","$1,790,311 ","$6,757,669 ","$22,461,923 ","$11,919,108 ","$11,448,652 ","$7,527,365 ","$70,536,793 ","$2,849,744 ","$1,092,495 ","$28,101,430 ","$1,013,898 ","$16,801,436 ","$19,470,514 ",$0 ,"$1,207,275 ","$1,207,275 ","$24,790,161 ","$6,075,249 "
Auburn University,100858,2006,Football Bowl Subdivision,Southeastern Conference,"$75,301,931 ",$0 ,"$11,616,281 ","$887,194 ","$2,823,983 ","$2,070,652 ","$6,602,411 ","$21,225,831 ","$12,228,047 ","$9,972,033 ","$7,875,500 ","$79,291,270 ","$4,829,533 ","$1,322,051 ","$31,319,208 ","$982,784 ","$15,809,758 ","$23,929,943 ",$0 ,"$1,097,992 ","$1,097,992 ","$21,665,610 ","$6,132,251 "
Auburn University,100858,2007,Football Bowl Subdivision,Southeastern Conference,"$79,766,628 ",$0 ,"$12,698,949 ","$840,488 ","$4,254,465 ","$1,592,276 ","$7,185,387 ","$21,126,958 ","$12,623,795 ","$11,810,970 ","$7,633,340 ","$94,685,932 ","$7,227,947 ","$1,131,594 ","$36,711,398 ",$0 ,"$18,657,387 ","$25,229,863 ",$0 ,"$5,727,745 ","$5,727,745 ","$26,569,318 ","$6,305,765 "
Auburn University,100858,2008,Football Bowl Subdivision,Southeastern Conference,"$77,855,058 ",$0 ,"$11,352,136 ","$724,009 ","$2,973,825 ","$1,619,189 ","$7,121,962 ","$21,061,252 ","$12,630,711 ","$12,410,900 ","$7,961,073 ","$99,559,819 ","$4,620,681 ","$6,776,831 ","$38,901,988 ","$118,485 ","$18,835,558 ","$24,515,029 ",$0 ,"$5,791,247 ","$5,791,247 ","$25,837,321 ","$6,279,836 "
Auburn University,100858,2009,Football Bowl Subdivision,Southeastern Conference,"$95,628,702 ",$0 ,"$14,728,199 ","$720,701 ","$2,516,442 ","$1,774,117 ","$7,399,264 ","$26,523,547 ","$13,347,305 ","$20,167,275 ","$8,451,854 ","$97,330,356 ","$5,428,954 ","$3,799,833 ","$35,889,470 ","$425,114 ","$19,631,383 ","$26,305,819 ",$0 ,"$5,849,783 ","$5,849,783 ","$32,221,273 ","$6,065,603 "
Auburn University,100858,2010,Football Bowl Subdivision,Southeastern Conference,"$100,060,709 ",$0 ,"$17,797,907 ","$747,839 ","$3,094,751 ","$1,839,859 ","$7,993,014 ","$27,098,539 ","$15,330,490 ","$16,474,903 ","$9,683,407 ","$101,934,772 ","$5,959,316 ","$3,509,809 ","$32,724,157 ",$0 ,"$26,728,280 ","$27,221,920 ",$0 ,"$5,791,290 ","$5,791,290 ","$30,721,592 ","$7,183,347 "
Auburn University,100858,2011,Football Bowl Subdivision,Southeastern Conference,"$107,229,829 ",$0 ,"$14,492,361 ","$909,582 ","$4,608,649 ","$2,275,768 ","$9,452,665 ","$28,472,389 ","$21,122,030 ","$15,510,749 ","$10,385,636 ","$110,947,913 ","$5,739,339 ","$5,500,303 ","$35,049,965 ","$37,238 ","$29,107,718 ","$30,917,794 ",$0 ,"$4,595,556 ","$4,595,556 ","$41,686,835 ","$12,123,656 "
Auburn University,100858,2012,Football Bowl Subdivision,Southeastern Conference,"$100,684,243 ",$0 ,"$13,894,079 ","$627,357 ","$3,234,740 ","$2,660,335 ","$7,863,553 ","$26,549,739 ","$18,472,178 ","$16,939,817 ","$10,442,445 ","$110,756,678 ","$4,107,198 ","$7,198,770 ","$34,985,709 ","$1,079,930 ","$28,409,728 ","$30,567,491 ",$0 ,"$4,407,853 ","$4,407,853 ","$34,846,487 ","$9,680,750 "
Auburn University,100858,2013,Football Bowl Subdivision,Southeastern Conference,"$106,247,373 ",$0 ,"$16,085,769 ","$1,027,239 ","$3,286,695 ","$2,880,806 ","$7,931,937 ","$25,822,859 ","$17,410,958 ","$21,080,286 ","$10,720,825 ","$106,818,341 ","$4,490,665 ","$5,375,508 ","$32,795,373 ","$2,421,344 ","$27,932,361 ","$29,356,902 ",$0 ,"$4,446,188 ","$4,446,188 ","$37,405,035 ","$8,896,841 "
Auburn University,100858,2014,Football Bowl Subdivision,Southeastern Conference,"$128,218,055 ",$0 ,"$18,670,986 ","$1,048,805 ","$5,179,793 ","$2,746,966 ","$11,358,253 ","$31,289,578 ","$20,652,750 ","$25,100,452 ","$12,170,471 ","$115,287,226 ","$5,076,139 ","$5,348,447 ","$39,953,596 ","$38,525 ","$30,179,482 ","$30,245,652 ",$0 ,"$4,445,385 ","$4,445,385 ","$50,325,127 ","$10,615,224 "
Auburn University,100858,2015,Football Bowl Subdivision,Southeastern Conference,"$116,955,151 ",$0 ,"$14,300,378 ","$891,637 ","$3,813,850 ","$2,440,567 ","$8,479,832 ","$24,279,368 ","$21,387,349 ","$26,228,224 ","$15,133,945 ","$126,229,902 ","$8,447,607 ","$6,139,314 ","$37,471,734 ","$463,778 ","$38,797,326 ","$30,562,079 ",$0 ,"$4,348,064 ","$4,348,064 ","$40,076,651 ","$11,356,962 "
Auburn University,100858,2016,Football Bowl Subdivision,Southeastern Conference,"$124,864,399 ",$0 ,"$16,896,743 ","$995,101 ","$3,647,170 ","$2,257,968 ","$9,595,853 ","$26,955,002 ","$22,553,348 ","$26,403,833 ","$15,559,381 ","$140,070,593 ","$9,898,413 ","$6,196,360 ","$35,720,710 ","$3,240,000 ","$47,411,352 ","$32,165,386 ","$438,321 ","$5,000,051 ","$5,438,372 ","$41,896,340 ","$11,843,789 "
Auburn University,100858,2017,Football Bowl Subdivision,Southeastern Conference,"$132,885,979 ",$0 ,"$16,030,481 ","$980,666 ","$3,714,155 ","$2,213,392 ","$10,961,398 ","$31,531,608 ","$23,620,156 ","$27,941,196 ","$15,892,927 ","$147,511,034 ","$10,395,108 ","$8,824,420 ","$35,411,244 ","$58,000 ","$56,197,645 ","$32,991,096 ",$0 ,"$3,633,521 ","$3,633,521 ","$42,868,770 ","$12,216,821 "
Auburn University,100858,2018,Football Bowl Subdivision,Southeastern Conference,"$139,798,191 ",$0 ,"$16,455,196 ","$935,294 ","$3,887,937 ","$2,083,737 ","$12,219,736 ","$30,525,669 ","$27,013,672 ","$29,678,643 ","$16,998,307 ","$147,620,569 ","$10,156,883 ","$9,630,402 ","$35,683,958 ","$44,000 ","$53,628,066 ","$33,213,941 ",$0 ,"$5,263,319 ","$5,263,319 ","$44,380,720 ","$14,947,760 "
Austin Peay State University,219602,2005,Football Championship Subdivision,,"$5,307,217 ",$0 ,"$577,034 ","$136,038 ","$7,374 ","$34,576 ","$545,353 ","$217,145 ","$1,333,022 ","$892,174 ","$1,564,502 ","$5,377,199 ","$12,549 ","$207,002 ","$311,349 ","$215,315 ","$319,683 ","$221,244 ","$3,147,008 ","$943,048 ","$4,090,056 ","$471,975 ","$292,863 "
Austin Peay State University,219602,2006,Football Championship Subdivision,,"$5,769,274 ",$0 ,"$747,593 ","$124,517 ","$9,822 ","$93,595 ","$497,387 ","$352,198 ","$1,255,894 ","$926,614 ","$1,761,655 ","$5,822,743 ","$144,576 ","$134,805 ","$404,961 ","$76,663 ","$282,537 ","$216,267 ","$3,544,108 ","$1,018,827 ","$4,562,936 ","$552,469 ","$269,029 "
Austin Peay State University,219602,2007,Football Championship Subdivision,,"$6,348,631 ",$0 ,"$748,656 ","$123,222 ","$51,511 ","$98,054 ","$542,080 ","$179,479 ","$1,363,244 ","$1,031,669 ","$2,210,715 ","$6,416,052 ","$158,239 ",$0 ,"$640,903 ","$314,369 ","$388,942 ","$204,533 ","$3,493,341 ","$1,215,724 ","$4,709,065 ","$923,068 ","$348,627 "
Austin Peay State University,219602,2008,Football Championship Subdivision,,"$7,292,193 ",$0 ,"$961,872 ","$116,053 ","$9,208 ","$103,122 ","$655,223 ","$190,529 ","$1,578,368 ","$1,082,779 ","$2,595,039 ","$7,405,252 ","$51,373 ",$0 ,"$531,495 ","$235,211 ","$303,098 ","$469,578 ","$3,806,318 ","$2,008,179 ","$5,814,497 ","$1,313,981 ","$439,050 "
Austin Peay State University,219602,2009,Football Championship Subdivision,,"$8,276,307 ",$0 ,"$924,646 ","$166,380 ","$29,002 ","$117,471 ","$786,177 ","$205,633 ","$1,631,410 ","$1,213,137 ","$3,202,450 ","$8,344,947 ","$130,127 ","$454,337 ","$412,268 ","$313,130 ","$469,195 ","$164,272 ","$4,322,726 ","$2,078,891 ","$6,401,617 ","$1,817,188 ","$499,856 "
Austin Peay State University,219602,2010,Football Championship Subdivision,,"$7,928,598 ",$0 ,"$520,298 ","$132,734 ","$53,504 ","$139,973 ","$707,431 ","$247,497 ","$1,583,887 ","$1,168,666 ","$3,374,607 ","$8,151,607 ","$229,149 ","$49,063 ","$306,014 ","$487,663 ","$429,103 ","$195,191 ","$4,401,564 ","$2,053,860 ","$6,455,425 ","$1,734,309 ","$478,270 "
Austin Peay State University,219602,2011,Football Championship Subdivision,,"$9,443,328 ",$0 ,"$1,064,050 ","$205,215 ","$41,783 ","$131,131 ","$958,968 ","$287,423 ","$1,738,186 ","$1,243,807 ","$3,772,766 ","$10,094,819 ","$512,271 ","$354,588 ","$748,179 ","$856,397 ","$661,967 ","$190,406 ","$4,485,608 ","$2,285,404 ","$6,771,012 ","$1,899,041 ","$483,926 "
Austin Peay State University,219602,2012,Football Championship Subdivision,,"$10,058,887 ",$0 ,"$969,008 ","$219,980 ","$48,698 ","$145,843 ","$824,573 ","$438,716 ","$1,983,493 ","$1,235,258 ","$4,193,319 ","$10,426,635 ","$311,548 ","$443,714 ","$729,139 ","$807,537 ","$633,625 ","$208,961 ","$4,945,467 ","$2,346,643 ","$7,292,111 ","$1,989,880 ","$540,425 "
Austin Peay State University,219602,2013,Football Championship Subdivision,,"$10,152,501 ",$0 ,"$1,193,281 ","$258,089 ","$44,981 ","$148,795 ","$791,703 ","$359,022 ","$1,982,474 ","$1,250,156 ","$4,124,000 ","$10,987,516 ","$414,726 ","$481,797 ","$963,266 ","$806,748 ","$572,695 ","$186,981 ","$5,392,703 ","$2,168,600 ","$7,561,303 ","$2,120,771 ","$558,666 "
Austin Peay State University,219602,2014,Football Championship Subdivision,,"$12,874,391 ",$0 ,"$2,319,375 ","$288,310 ","$26,253 ","$140,857 ","$914,092 ","$1,070,543 ","$2,290,896 ","$1,413,303 ","$4,410,762 ","$12,258,362 ","$580,753 ","$424,071 ","$1,077,667 ","$1,276,903 ","$676,374 ","$157,935 ","$5,951,326 ","$2,113,333 ","$8,064,659 ","$2,650,465 ","$581,918 "
Austin Peay State University,219602,2015,Football Championship Subdivision,,"$12,146,396 ",$0 ,"$1,153,354 ","$274,867 ","$66,112 ","$120,619 ","$1,021,216 ","$1,272,758 ","$2,308,156 ","$1,430,617 ","$4,498,698 ","$11,384,508 ","$233,344 ","$600,247 ","$890,675 ","$615,670 ","$701,458 ","$189,799 ","$6,041,570 ","$2,111,744 ","$8,153,314 ","$2,492,027 ","$577,740 "
Austin Peay State University,219602,2016,Football Championship Subdivision,,"$14,184,775 ",$0 ,"$1,702,385 ","$250,523 ","$211,250 ","$176,634 ","$1,077,283 ","$1,520,395 ","$2,599,829 ","$1,623,337 ","$5,023,139 ","$15,054,905 ","$7,866 ","$2,922,176 ","$945,382 ","$872,782 ","$787,933 ","$180,585 ","$6,085,088 ","$3,253,093 ","$9,338,181 ","$3,224,518 ","$764,831 "
Austin Peay State University,219602,2017,Football Championship Subdivision,,"$15,122,198 ",$0 ,"$985,497 ","$247,234 ","$17,050 ","$289,719 ","$1,371,801 ","$2,159,149 ","$2,885,240 ","$1,779,270 ","$5,387,238 ","$15,726,585 ","$541,657 ","$293,527 ","$1,953,102 ","$1,011,160 ","$1,587,543 ","$295,634 ","$6,645,764 ","$3,398,198 ","$10,043,962 ","$3,757,910 ","$850,033 "
Austin Peay State University,219602,2018,Football Championship Subdivision,,"$16,983,570 ",$0 ,"$1,531,967 ","$373,229 ","$81,750 ","$439,859 ","$1,812,890 ","$2,232,394 ","$3,152,963 ","$1,995,991 ","$5,362,527 ","$16,435,502 ","$579,545 ","$588,873 ","$1,806,632 ","$1,514,850 ","$932,257 ","$358,822 ","$6,749,814 ","$3,904,709 ","$10,654,523 ","$4,121,924 ","$924,559 "
Ball State University,150136,2005,Football Bowl Subdivision,Mid-American Conference,"$18,192,628 ",$0 ,"$2,571,254 ","$314,415 ","$208,444 ","$264,065 ","$1,385,479 ","$1,352,006 ","$3,823,732 ","$2,991,086 ","$5,282,147 ","$18,615,034 ","$1,128,246 ","$205,514 ","$1,790,969 ","$781,132 ","$1,071,522 ","$716,767 ","$4,445,921 ","$8,474,962 ","$12,920,883 ","$4,940,216 ",
Ball State University,150136,2006,Football Bowl Subdivision,Mid-American Conference,"$19,274,685 ",$0 ,"$3,246,609 ","$135,764 ","$80,490 ","$266,524 ","$1,655,823 ","$1,461,104 ","$4,062,669 ","$3,054,983 ","$5,310,720 ","$19,278,353 ","$1,127,585 ","$269,832 ","$1,812,302 ","$1,313,784 ","$923,441 ","$1,200,920 ","$4,185,698 ","$8,444,792 ","$12,630,490 ","$5,150,312 ","$1,196,867 "
Ball State University,150136,2007,Football Bowl Subdivision,Mid-American Conference,"$19,845,964 ",$0 ,"$2,723,553 ","$235,514 ","$517,681 ","$336,223 ","$1,855,462 ","$1,524,299 ","$3,979,580 ","$3,132,120 ","$5,541,534 ","$20,026,350 ","$808,802 ","$217,423 ","$2,228,670 ","$961,205 ","$1,132,073 ","$1,323,044 ","$4,582,397 ","$8,772,736 ","$13,355,133 ","$5,459,737 ","$1,207,868 "
Ball State University,150136,2008,Football Bowl Subdivision,Mid-American Conference,"$21,672,607 ",$0 ,"$1,263,889 ","$289,473 ","$216,818 ","$196,070 ","$3,177,618 ","$2,327,927 ","$5,108,192 ","$3,350,388 ","$5,742,234 ","$24,663,854 ","$851,231 ","$358,215 ","$8,780,605 ","$1,669,886 ","$966,320 ","$842,585 ","$1,779,884 ","$9,415,128 ","$11,195,012 ","$5,496,416 ","$1,213,873 "
Ball State University,150136,2009,Football Bowl Subdivision,Mid-American Conference,"$21,945,707 ",$0 ,"$1,953,873 ","$621,628 ","$543,699 ","$264,423 ","$1,527,787 ","$2,791,292 ","$4,890,460 ","$3,515,839 ","$5,836,707 ","$22,931,653 ","$977,276 ","$703,568 ","$1,438,264 ","$289,078 ","$1,445,085 ","$1,140,932 ","$6,921,760 ","$10,015,690 ","$16,937,450 ","$5,996,113 ","$1,769,635 "
Ball State University,150136,2010,Football Bowl Subdivision,Mid-American Conference,"$19,094,363 ",$0 ,"$1,718,738 ","$281,436 ","$785,644 ","$235,728 ","$1,752,214 ","$2,262,917 ","$4,502,054 ","$1,492,169 ","$6,063,463 ","$22,159,386 ","$567,096 ","$647,875 ","$1,489,265 ","$1,169,810 ","$1,239,860 ","$763,004 ","$6,132,757 ","$10,149,719 ","$16,282,476 ","$5,673,323 ","$1,498,364 "
Ball State University,150136,2011,Football Bowl Subdivision,Mid-American Conference,"$20,812,774 ",$0 ,"$1,393,550 ","$189,019 ","$696,751 ","$234,614 ","$1,689,404 ","$2,213,383 ","$4,348,980 ","$3,606,134 ","$6,440,937 ","$21,855,603 ","$521,729 ","$767,258 ","$1,541,181 ","$1,382,282 ","$1,114,635 ","$670,835 ","$6,086,493 ","$9,771,191 ","$15,857,684 ","$5,857,086 ","$1,440,498 "
Ball State University,150136,2012,Football Bowl Subdivision,Mid-American Conference,"$21,089,735 ",$0 ,"$1,607,961 ","$324,556 ","$403,246 ","$262,929 ","$1,776,327 ","$1,642,797 ","$4,564,036 ","$3,851,416 ","$6,656,467 ","$22,088,204 ","$669,245 ","$618,382 ","$1,613,111 ","$1,161,887 ","$1,261,299 ","$1,633,836 ","$4,714,840 ","$10,415,604 ","$15,130,444 ","$5,931,050 ","$1,499,819 "
Ball State University,150136,2013,Football Bowl Subdivision,Mid-American Conference,"$23,414,947 ",$0 ,"$1,566,795 ","$591,535 ","$384,288 ","$393,440 ","$2,540,279 ","$2,300,879 ","$4,962,929 ","$3,799,650 ","$6,875,151 ","$21,961,095 ","$750,108 ","$533,704 ","$588,506 ","$1,078,686 ","$2,008,359 ","$572,584 ","$5,188,663 ","$11,240,483 ","$16,429,146 ","$6,652,071 ","$1,705,115 "
