,Geographic Location,county,state,poverty_pct,med_income
437,"Putnam, OK", Dewey County, OK,25.8,"$69,212"
438,"Mandeville, LA", St. Tammany Parish, LA,11.8,"$69,212"
439,"Peachtree City, GA", Fayette County, GA,22.5,"$69,212"
440,"Silver Spring, MD", Montgomery County, MD,24.1,"$69,212"
441,"Lansdale, PA", Montgomery County, PA,24.1,"$69,212"
442,"Waimea, HI", Hawaiʻi County, HI,,"$69,212"
443,"Prospect, KY", Jefferson County, KY,8.1,"$69,212"
444,"Plymouth, IN", Marshall County, IN,13.9,"$69,212"
445,"Jamaica, NY", Queens County, NY,11.6,"$69,212"
446,"Darby, PA", Delaware County, PA,8.8,"$69,212"
447,"Auburn Hills, MI", Oakland County, MI,8.2,"$69,212"
448,"Saint George, UT", Washington County, UT,4.5,"$69,212"
449,"Bowie, MD", Prince George's County, MD,8.3,"$69,212"
450,"South Brunswick, NJ", Middlesex County, NJ,12.7,"$69,212"
451,"Hingham, MA", Plymouth County, MA,6.2,"$69,212"
452,"Rocklin, CA", Placer County, CA,7.1,"$69,212"
453,"Lachine, PQ",,,,"$69,212"
454,"Raleigh, NC", Wake County, NC,8.4,"$69,212"
455,"Lithonia, GA", DeKalb County, GA,17.4,"$69,212"
456,"Newton, NC", Catawba County, NC,13.0,"$69,212"
457,"Blythewood, SC", Richland County, SC,14.3,"$69,212"
458,"Milford, DE", Sussex County, DE,22.9,"$69,212"
459,"Bay Springs, MS", Jasper County, MS,19.2,"$69,212"
460,"Hampton, GA", Burlington County, GA,6.2,"$69,212"
461,"Orlando, FL", Orange County, FL,9.4,"$69,212"
462,"Smyrna, DE", Kent County, DE,13.3,"$69,212"
463,"Jonesboro, GA", Clayton County, GA,9.4,"$69,212"
464,"Hinesville, GA", Liberty County, GA,15.1,"$69,212"
465,"Morton, MS", Montgomery County, MS,24.1,"$69,212"
466,"Norcross, GA", Gwinnett County, GA,9.2,"$69,212"
467,"Tallahassee, FL", Leon County, FL,15.6,"$69,212"
468,"Dublin, OH", Franklin County, OH,13.4,"$69,212"
469,"Maddington, ", Horry County, ,14.3,"$69,212"
470,"College Park, GA", Fulton County, GA,11.5,"$69,212"
471,"Jeffersonville, IN", Clark County, IN,11.9,"$69,212"
472,"Acworth, GA", Cobb County, GA,9.1,"$69,212"
473,"Johns Creek, GA", Fulton County, GA,11.5,"$69,212"
474,"Bartow, FL", Polk County, FL,9.6,"$69,212"
475,"Saint Augustine, FL", St. Johns County, FL,6.6,"$69,212"
476,"Lawrence, KS", Douglas County, KS,11.7,"$69,212"
477,"Needham, MA", Norfolk County, MA,6.5,"$69,212"
478,"Fulton, MS", Los Angeles County, MS,14.2,"$69,212"
479,"Columbus, MS", Columbia County, MS,7.6,"$69,212"
480,"Columbia, MS", Union County, MS,19.8,"$69,212"
481,"Soperton, GA", Treutlen County, GA,26.3,"$69,212"
482,"Brunswick, GA", Glynn County, GA,16.6,"$69,212"
483,"Louisville, KY", Jefferson County, KY,8.1,"$69,212"
484,"Stone Mountain, GA", DeKalb County, GA,17.4,"$69,212"
485,"Eden Prairie, MN", Hennepin County, MN,10.3,"$69,212"
486,"Mize, MS", Smith County, MS,15.0,"$69,212"
487,"Raymond, MS", Hinds County, MS,19.4,"$69,212"
488,"West Point, MS", King William County, MS,7.3,"$69,212"
489,"Laval, PQ",,,,"$69,212"
490,"Hoover, AL", Adams County, AL,15.3,"$69,212"
491,"Falkner, MS", Tippah County, MS,16.9,"$69,212"
492,"Marietta, GA", Cobb County, GA,9.1,"$69,212"
493,"Moore, OK",,,,"$69,212"
494,"Atlanta, GA", Fulton County, GA,11.5,"$69,212"
495,"Chantilly, VA", Fairfax County, VA,6.1,"$69,212"
496,"Millbrook, AL", Elmore County, AL,12.9,"$69,212"
497,"Irmo, SC", Lexington County, SC,12.5,"$69,212"
498,"Vidalia, GA",,,,"$69,212"
499,"Aliceville, AL", Pickens County, AL,16.6,"$69,212"
500,"Montgomery, AL", Clearfield County, AL,15.4,"$69,212"
501,"Laurel, MS", Yellowstone County, MS,10.9,"$69,212"
502,"Benoit, MS", Bolivar County, MS,29.4,"$69,212"
503,"Oak Ridge, NC", Guilford County, NC,15.4,"$69,212"
504,"Hyattsville, MD", Prince George's County, MD,8.3,"$69,212"
505,"Marianna, AR", Lee County, AR,24.8,"$69,212"
506,"Dallas, TX", Dallas County, TX,14.2,"$69,212"
507,"Southlake, TX", Tarrant County, TX,12.1,"$69,212"
508,"Lucas, TX", Collin County, TX,6.4,"$69,212"
509,"Tuscaloosa, AL", Jefferson County, AL,8.1,"$69,212"
510,"Piscataway, NJ", Middlesex County, NJ,12.7,"$69,212"
511,"Randolph, MA", Norfolk County, MA,6.5,"$69,212"
512,"Clearwater, FL", Pinellas County, FL,11.7,"$69,212"
513,"Lancaster, CA", Los Angeles County, CA,14.2,"$69,212"
514,"Nu'uuli, ", Ituau County, ,,"$69,212"
515,"Sydney, NSW       ", Stutsman County, NSW       ,11.4,"$69,212"
516,"Columbia, MD", Howard County, MD,20.6,"$69,212"
517,"Rochester, NY", Monroe County, NY,13.2,"$69,212"
518,"Riverside, CA", Riverside County, CA,12.7,"$69,212"
519,"Litchfield Park, AZ", Maricopa County, AZ,12.3,"$69,212"
520,"Seguin, TX", Guadalupe County, TX,8.5,"$69,212"
521,"Westerville, OH", Franklin County, OH,13.4,"$69,212"
522,"Fort Lauderdale, FL", Broward County, FL,12.6,"$69,212"
523,"Casper, WY", New Castle County, WY,11.6,"$69,212"
524,"Kapolei, HI", Honolulu County, HI,7.7,"$69,212"
525,"Maryville, TN", Blount County, TN,9.9,"$69,212"
526,"Stallings, NC", Union County, NC,19.8,"$69,212"
527,"Suffolk, VA",,,,"$69,212"
528,"Hamilton, OH", Butler County, OH,8.7,"$69,212"
529,"Storrs Mansfield, CT", Tolland County, CT,8.0,"$69,212"
530,"Holden, MA", Worcester County, MA,9.0,"$69,212"
531,"Englewood, CO", Arapahoe County, CO,8.1,"$69,212"
532,"Easton, PA", Northampton County, PA,18.8,"$69,212"
533,"Hermitage, PA", Mercer County, PA,22.7,"$69,212"
534,"Mount Pleasant, SC", Charleston County, SC,14.2,"$69,212"
535,"Decatur, GA",Decatur County, GA,18.2,"$69,212"
536,"Benicia, CA", Solano County, CA,7.9,"$69,212"
537,"Waterford, MI", Oakland County, MI,8.2,"$69,212"
538,"Elkton, MD", Cecil County, MD,8.3,"$69,212"
539,"Clover, SC", York County, SC,5.5,"$69,212"
540,"Swansea, SC", Lexington County, SC,12.5,"$69,212"
541,"Morse Bluff, NE", Saunders County, NE,7.8,"$69,212"
542,"Hartley, IA", O'Brien County, IA,9.1,"$69,212"
543,"Pompano Beach, FL", Broward County, FL,12.6,"$69,212"
544,"Brentwood, TN", Williamson County, TN,6.4,"$69,212"
545,"Sandersville, GA", Washington County, GA,4.5,"$69,212"
546,"Simi Valley, CA", Ventura County, CA,9.1,"$69,212"
547,"Myrtle Beach, SC", Horry County, SC,14.3,"$69,212"
548,"Franklin, NJ", Sussex County, NJ,22.9,"$69,212"
549,"Raeford, NC", Hoke County, NC,18.0,"$69,212"
550,"Lamar, MO", Barton County, MO,17.6,"$69,212"
551,"Brecksville, OH", Cuyahoga County, OH,17.9,"$69,212"
552,"Solon, OH", Cuyahoga County, OH,17.9,"$69,212"
553,"Piqua, OH", Miami County, OH,7.9,"$69,212"
554,"Massillon, OH", Stark County, OH,14.4,"$69,212"
555,"Sherman Oaks, CA", Los Angeles County, CA,14.2,"$69,212"
556,"Redlands, CA", San Bernardino County, CA,14.9,"$69,212"
557,"Maringouin, LA", Iberville Parish, LA,23.8,"$69,212"
558,"River Ridge, LA", Clark County, LA,11.9,"$69,212"
559,"West Monroe, LA", Ouachita Parish, LA,21.3,"$69,212"
560,"Jonesboro, LA", Clayton County, LA,9.4,"$69,212"
561,"Lake Wales, FL", Polk County, FL,9.6,"$69,212"
562,"Ruston, LA", Lincoln Parish, LA,25.8,"$69,212"
563,"Saint Francisville, LA", Lawrence County, LA,17.7,"$69,212"
564,"Grand Prairie, TX", Dallas County, TX,14.2,"$69,212"
565,"Kaysville, UT",,,,"$69,212"
566,"San Anselmo, CA", Marin County, CA,6.6,"$69,212"
567,"North East, PA", Erie County, PA,15.3,"$69,212"
568,"Lake Forest, IL", Lake County, IL,36.5,"$69,212"
569,"Joliet, IL", Will County, IL,6.4,"$69,212"
570,"Carlsbad, CA", San Diego County, CA,11.5,"$69,212"
571,"Grosse Pointe, MI", Wayne County, MI,20.9,"$69,212"
572,"Akron, OH", Summit County, OH,6.2,"$69,212"
573,"North Royalton, OH", Cuyahoga County, OH,17.9,"$69,212"
574,"Ruleville, MS", Sunflower County, MS,32.6,"$69,212"
575,"Bloomington, MN", Hennepin County, MN,10.3,"$69,212"
576,"Oviedo, FL", Seminole County, FL,18.6,"$69,212"
577,"Lewis Center, OH", Delaware County, OH,8.8,"$69,212"
578,"Palmdale, CA", Los Angeles County, CA,14.2,"$69,212"
579,"Olney, MD", Montgomery County, MD,24.1,"$69,212"
580,"Ankeny, IA", Polk County, IA,9.6,"$69,212"
581,"Mooresville, NC", Iredell County, NC,9.5,"$69,212"
582,"Bellingham, WA", Whatcom County, WA,14.9,"$69,212"
583,"Chatsworth, GA", Murray County, GA,14.9,"$69,212"
584,"Greer, SC", Greenville County, SC,11.1,"$69,212"
585,"Truth Or Consequences, NM", Sierra County, NM,25.7,"$69,212"
586,"Whitelaw, WI", Manitowoc County, WI,10.4,"$69,212"
587,"Warren, MI", Macomb County, MI,11.0,"$69,212"
588,"Miramar, FL", Broward County, FL,12.6,"$69,212"
589,"Belvidere, IL", Boone County, IL,22.5,"$69,212"
590,"Irvine, CA", Orange County, CA,9.4,"$69,212"
591,"Cedar Falls, IA",,,,"$69,212"
592,"Trigg, ",Trigg County, ,13.1,"$69,212"
593,"Key West, FL", Monroe County, FL,13.2,"$69,212"
594,"Vancouver, WA", Clark County, WA,11.9,"$69,212"
595,"Greenville, SC", Greenville County, SC,11.1,"$69,212"
596,"Greenwood Village, CO", Arapahoe County, CO,8.1,"$69,212"
597,"Los Gatos, CA", Santa Clara County, CA,7.3,"$69,212"
598,"Florence, SC", Florence County, SC,11.9,"$69,212"
599,"Cordele, GA", Crisp County, GA,27.4,"$69,212"
600,"Leesburg, GA", Lee County, GA,24.8,"$69,212"
601,"Carterville, IL", Jasper County, IL,19.2,"$69,212"
602,"Rome, GA", Floyd County, GA,12.3,"$69,212"
603,"Montreal, PQ",,,,"$69,212"
604,"Biloxi, MS", Harrison County, MS,16.7,"$69,212"
605,"Roanoke, VA",,,,"$69,212"
606,"Oxford, MS", Oakland County, MS,8.2,"$69,212"
607,"Ocala, FL", Marion County, FL,16.6,"$69,212"
608,"Rolling Meadows, IL", Cook County, IL,9.6,"$69,212"
609,"Anaheim Hills, CA", Orange County, CA,9.4,"$69,212"
610,"Citra, FL", Marion County, FL,16.6,"$69,212"
611,"Hollywood, FL", Broward County, FL,12.6,"$69,212"
612,"Decatur, IL", Macon County, IL,18.1,"$69,212"
613,"Henderson, NV", Clark County, NV,11.9,"$69,212"
614,"Chandler, AZ", Maricopa County, AZ,12.3,"$69,212"
615,"Macon, GA", Bibb County, GA,24.7,"$69,212"
616,"Fremont, CA", Alameda County, CA,9.0,"$69,212"
617,"Savannah, GA", Chatham County, GA,9.3,"$69,212"
618,"Brisbane, QLD       ",,,,"$69,212"
619,"Garden Grove, CA", Orange County, CA,9.4,"$69,212"
620,"Stockton, CA", San Joaquin County, CA,14.3,"$69,212"
621,"Morgan Hill, CA", Santa Clara County, CA,7.3,"$69,212"
622,"La Palma, CA", Orange County, CA,9.4,"$69,212"
623,"Fort Irwin, CA", San Bernardino County, CA,14.9,"$69,212"
624,"Miamisburg, OH", Montgomery County, OH,24.1,"$69,212"
625,"Chillicothe, OH", Ross County, OH,18.4,"$69,212"
626,"Palatine, IL", Cook County, IL,9.6,"$69,212"
627,"Cairns, QLD       ",,,,"$69,212"
628,"Morgan, UT",Morgan County, UT,10.8,"$69,212"
629,"Fort Scott, KS", Bourbon County, KS,16.5,"$69,212"
630,"San Bernardino, CA",San Bernardino County, CA,14.9,"$69,212"
631,"Henderson, TX",Henderson County, TX,19.4,"$69,212"
632,"Salem, OR", Marion County, OR,16.6,"$69,212"
633,"Laie, HI", Yancey County, HI,17.8,"$69,212"
634,"HAPPY VALLEY, OR", Clackamas County, OR,7.3,"$69,212"
635,"Harbor City, CA", Los Angeles County, CA,14.2,"$69,212"
636,"Auburn, WA", King County, WA,9.2,"$69,212"
637,"Snoqualmie, WA", King County, WA,9.2,"$69,212"
638,"Dallas, GA", Paulding County, GA,10.3,"$69,212"
639,"Carmel, IN", Hamilton County, IN,14.7,"$69,212"
640,"Santa Ana, CA", Orange County, CA,9.4,"$69,212"
641,"Warner Robins, GA", Houston County, GA,26.1,"$69,212"
642,"Glendale, AZ", Maricopa County, AZ,12.3,"$69,212"
643,"Aberdeen, WA", Grays Harbor County, WA,17.3,"$69,212"
644,"Kailua, HI", Honolulu County, HI,7.7,"$69,212"
645,"Waco, TX", McLennan County, TX,18.9,"$69,212"
646,"Chino, CA", San Bernardino County, CA,14.9,"$69,212"
647,"Reading, MA", Middlesex County, MA,12.7,"$69,212"
648,"Willimantic, CT", Aroostook County, CT,15.3,"$69,212"
649,"Fayetteville, NC", Cumberland County, NC,15.7,"$69,212"
650,"Deerfield Beach, FL", Broward County, FL,12.6,"$69,212"
651,"Lynn Haven, FL", Bay County, FL,15.6,"$69,212"
652,"Spanish Fort, AL", Baldwin County, AL,23.8,"$69,212"
653,"Homestead, FL", Miami-Dade County, FL,16.0,"$69,212"
654,"Irvington, AL", Limestone County, AL,22.2,"$69,212"
655,"Muscle Shoals, AL", Colbert County, AL,13.8,"$69,212"
656,"Troy, AL", San Francisco City and County, AL,,"$69,212"
657,"Violet, LA", Saint Bernard Parish, LA,,"$69,212"
658,"Denver, CO",Denver County, CO,11.7,"$69,212"
659,"Elk Grove, CA", Sacramento County, CA,14.3,"$69,212"
660,"Austell, GA", Cobb County, GA,9.1,"$69,212"
661,"Springfield, VA", Fairfax County, VA,6.1,"$69,212"
662,"Cedar Hill, TX", Dallas County, TX,14.2,"$69,212"
663,"Holtsville, NY", Suffolk County, NY,7.3,"$69,212"
664,"Buford, GA", Gwinnett County, GA,9.2,"$69,212"
665,"Virginia Beach, VA",,,,"$69,212"
666,"Gibsonia, PA", Allegheny County, PA,11.7,"$69,212"
667,"Centreville, VA", Fairfax County, VA,6.1,"$69,212"
668,"Moon Township, PA", Allegheny County, PA,11.7,"$69,212"
669,"Suwanee, GA", Gwinnett County, GA,9.2,"$69,212"
670,"Milton, GA", Fulton County, GA,11.5,"$69,212"
671,"Belle Glade, FL", Palm Beach County, FL,12.2,"$69,212"
672,"Sharpsburg, GA", Coweta County, GA,10.2,"$69,212"
673,"Cassatt, SC", Kershaw County, SC,14.5,"$69,212"
674,"Toccoa, GA", Stephens County, GA,19.4,"$69,212"
675,"Bolingbrook, IL", Will County, IL,6.4,"$69,212"
676,"Seminole, TX", Gaines County, TX,15.4,"$69,212"
677,"Lanham, MD", Prince George's County, MD,8.3,"$69,212"
678,"Stamford, CT", Nevada County, CT,10.3,"$69,212"
679,"Glencoe, IL", Cook County, IL,9.6,"$69,212"
680,"Upper Marlboro, MD", Prince George's County, MD,8.3,"$69,212"
681,"Newport News, VA",,,,"$69,212"
682,"Berryville, VA", Clarke County, VA,6.5,"$69,212"
683,"Tryon, NC", Polk County, NC,9.6,"$69,212"
684,"Gaston, SC", Lexington County, SC,12.5,"$69,212"
685,"Temple Hills, MD", Prince George's County, MD,8.3,"$69,212"
686,"Cumming, GA", Forsyth County, GA,16.4,"$69,212"
687,"Cartersville, GA", Bartow County, GA,12.2,"$69,212"
688,"Montgomery, TX",Montgomery County, TX,24.1,"$69,212"
689,"Del Valle, TX", Los Angeles County, TX,14.2,"$69,212"
690,"Landover, MD", Prince George's County, MD,8.3,"$69,212"
691,"West Hills, CA", Los Angeles County, CA,14.2,"$69,212"
692,"Monroe, LA",Monroe County, LA,13.2,"$69,212"
693,"Ashdown, AR", Little River County, AR,16.0,"$69,212"
694,"Heber City, UT", Wasatch County, UT,5.3,"$69,212"
695,"Cottonwood Heights, UT",,,,"$69,212"
696,"American Fork, UT", Utah County, UT,9.4,"$69,212"
697,"Essendon, VIC       ",,,,"$69,212"
698,"Spanish Fork, UT", Utah County, UT,9.4,"$69,212"
699,"Kearns, UT",,,,"$69,212"
700,"Fontana, CA", San Bernardino County, CA,14.9,"$69,212"
701,"Langhorne, PA", Bucks County, PA,5.7,"$69,212"
702,"Chevy Chase, MD", Montgomery County, MD,24.1,"$69,212"
703,"Willard, MO", Torrance County, MO,25.2,"$69,212"
704,"Manila, AR", Mississippi County, AR,26.8,"$69,212"
705,"San Mateo, CA",San Mateo County, CA,6.8,"$69,212"
706,"Daytona Beach, FL", Volusia County, FL,13.2,"$69,212"
707,"Gold Coast, QLD       ",,,,"$69,212"
708,"Troy, NY", Rensselaer County, NY,11.1,"$69,212"
709,"Glastonbury, CT", Fairfax County, CT,6.1,"$69,212"
710,"Syracuse, NY", Onondaga County, NY,13.7,"$69,212"
711,"Amherst, NY", Erie County, NY,15.3,"$69,212"
712,"Prince Frederick, MD", Calvert County, MD,5.4,"$69,212"
713,"Kettering, OH", Montgomery County, OH,24.1,"$69,212"
714,"Toledo, OH", Lucas County, OH,18.7,"$69,212"
715,"Balboa Island, CA", Orange County, CA,9.4,"$69,212"
716,"Paducah, KY", McCracken County, KY,14.7,"$69,212"
717,"Lansing, MI", Ingham County, MI,18.1,"$69,212"
718,"Thatcher, AZ", Graham County, AZ,18.9,"$69,212"
719,"Warren, OH",Warren County, OH,10.3,"$69,212"
720,"Kingfisher, OK",Kingfisher County, OK,9.9,"$69,212"
721,"Essex Fells, NJ", Essex County, NJ,13.7,"$69,212"
722,"Fort Washington, PA", Montgomery County, PA,24.1,"$69,212"
723,"Richmond, VA",,,,"$69,212"
724,"La Canada, CA", Orange County, CA,9.4,"$69,212"
725,"Vienna, GA", Dooly County, GA,29.1,"$69,212"
726,"Rockledge, FL", Brevard County, FL,11.0,"$69,212"
727,"Mechanicsville, VA", Hanover County, VA,5.2,"$69,212"
728,"Henrietta, TX", Clay County, TX,25.1,"$69,212"
729,"Lee's Summit, MO", Jackson County, MO,12.0,"$69,212"
730,"Holland, MI", Ottawa County, MI,20.6,"$69,212"
731,"Apopka, FL", Orange County, FL,9.4,"$69,212"
732,"Castle Rock, CO", Douglas County, CO,11.7,"$69,212"
733,"Flower Mound, TX", Denton County, TX,7.3,"$69,212"
734,"Midlothian, TX", Ellis County, TX,8.8,"$69,212"
735,"Silsbee, TX", Hardin County, TX,12.4,"$69,212"
736,"Crosby, TX",Crosby County, TX,23.7,"$69,212"
737,"Addison, TX", Dallas County, TX,14.2,"$69,212"
738,"Royse City, TX", Rockwall County, TX,5.1,"$69,212"
739,"North Fort Myers, FL", Lee County, FL,24.8,"$69,212"
740,"Winnetka, IL", Cook County, IL,9.6,"$69,212"
741,"Washington, IN",Washington County, IN,4.5,"$69,212"
742,"Laguna Hills, CA", Orange County, CA,9.4,"$69,212"
743,"Hudson, OH", Summit County, OH,6.2,"$69,212"
744,"Ridgely, MD", Caroline County, MD,9.7,"$69,212"
745,"Williamson, GA", Pike County, GA,10.3,"$69,212"
746,"Maria Stein, OH", Mercer County, OH,22.7,"$69,212"
747,"Charleston, SC", Charleston County, SC,14.2,"$69,212"
748,"Jackson, NJ", Ocean County, NJ,9.7,"$69,212"
749,"Moraga, CA", Contra Costa County, CA,7.8,"$69,212"
750,"South Lake Tahoe, CA", El Dorado County, CA,8.1,"$69,212"
751,"Granite Bay, CA", Placer County, CA,7.1,"$69,212"
752,"Sammamish, WA", King County, WA,9.2,"$69,212"
753,"Goleta, CA", Santa Barbara County, CA,12.6,"$69,212"
754,"Petaluma, CA", Sonoma County, CA,9.9,"$69,212"
755,"Orange, CA",Orange County, CA,9.4,"$69,212"
756,"Elgin, IL", Kane County, IL,10.5,"$69,212"
757,"Mesa, AZ", Maricopa County, AZ,12.3,"$69,212"
758,"Coto De Caza, CA", Orange County, CA,9.4,"$69,212"
759,"Stafford, VA",Stafford County, VA,5.4,"$69,212"
760,"Deer Park, IL", Lake County, IL,36.5,"$69,212"
761,"Grantsburg, WI", Burnett County, WI,10.7,"$69,212"
762,"Culver City, CA", Los Angeles County, CA,14.2,"$69,212"
763,"Loveland, OH", Hamilton County, OH,14.7,"$69,212"
764,"Franklin, TN", Williamson County, TN,6.4,"$69,212"
765,"Saline, MI", Washtenaw County, MI,15.0,"$69,212"
766,"Bloomfield Hills, MI", Oakland County, MI,8.2,"$69,212"
767,"Andalusia, AL", Covington County, AL,26.5,"$69,212"
768,"Manvel, TX", Brazoria County, TX,10.1,"$69,212"
769,"Toronto, ON", Vermillion County, ON,15.2,"$69,212"
770,"Boling, TX", Wharton County, TX,16.8,"$69,212"
771,"Plainfield, IL", Will County, IL,6.4,"$69,212"
772,"Hoffman Estates, IL", Cook County, IL,9.6,"$69,212"
773,"New Albany, IN", Floyd County, IN,12.3,"$69,212"
774,"Richburg, SC", Chester County, SC,15.9,"$69,212"
775,"Staten Island, NY", Richmond County, NY,15.9,"$69,212"
776,"East Orange, NJ", Essex County, NJ,13.7,"$69,212"
777,"Brooklyn, NY", Kings County, NY,18.9,"$69,212"
778,"Union City, NJ", Hudson County, NJ,14.3,"$69,212"
779,"Medford, NJ", Burlington County, NJ,6.2,"$69,212"
780,"Coatesville, PA", Chester County, PA,15.9,"$69,212"
781,"Closter, NJ", Bergen County, NJ,6.8,"$69,212"
782,"Flowood, MS", Rankin County, MS,9.6,"$69,212"
783,"Eufaula, AL", Jefferson County, AL,8.1,"$69,212"
784,"Vestavia Hills, AL", Jefferson County, AL,8.1,"$69,212"
785,"Lexington, TN", Henderson County, TN,19.4,"$69,212"
786,"Pearl, MS", Rankin County, MS,9.6,"$69,212"
787,"Hamden, CT", Bergen County, CT,6.8,"$69,212"
788,"Abilene, TX", Taylor County, TX,10.3,"$69,212"
789,"Skiatook, OK", Osage County, OK,15.1,"$69,212"
790,"Argyle, TX", Denton County, TX,7.3,"$69,212"
791,"New Braunfels, TX", Comal County, TX,7.1,"$69,212"
792,"Sunrise, FL", Broward County, FL,12.6,"$69,212"
793,"Auburn, AL", Jefferson County, AL,8.1,"$69,212"
794,"Nicholasville, KY", Jessamine County, KY,12.6,"$69,212"
795,"Hopkinsville, KY", Christian County, KY,8.6,"$69,212"
796,"Somerset, KY", Pulaski County, KY,14.6,"$69,212"
797,"Paintsville, KY", Johnson County, KY,10.3,"$69,212"
798,"Plymouth, MI", Wayne County, MI,20.9,"$69,212"
799,"Miesbach, ",,,,"$69,212"
800,"Traverse City, MI", Grand Traverse County, MI,9.5,"$69,212"
801,"Walled Lake, MI", Oakland County, MI,8.2,"$69,212"
802,"Mountain View, CA", Santa Clara County, CA,7.3,"$69,212"
803,"Rochester, MI", Oakland County, MI,8.2,"$69,212"
804,"Pacific Palisades, CA", Los Angeles County, CA,14.2,"$69,212"
805,"Eureka, MO", Saint Louis County, MO,,"$69,212"
806,"Essexville, MI", Bay County, MI,15.6,"$69,212"
807,"Naples, FL", Collier County, FL,10.6,"$69,212"
808,"Desoto, TX", Dallas County, TX,14.2,"$69,212"
809,"Kansas City, MO", Jackson County, MO,12.0,"$69,212"
810,"Mount Vernon, NY", Westchester County, NY,8.3,"$69,212"
811,"Forestville, MD", Prince George's County, MD,8.3,"$69,212"
812,"Ellicott City, MD", Howard County, MD,20.6,"$69,212"
813,"Towson, MD", Baltimore County, MD,9.9,"$69,212"
814,"Vineland, NJ", Cumberland County, NJ,15.7,"$69,212"
815,"Richmond Hill, GA", Bryan County, GA,16.6,"$69,212"
816,"Hillsborough, NJ", Somerset County, NJ,12.0,"$69,212"
817,"Alexandria, VA", Riverside County, VA,12.7,"$69,212"
818,"Fort Stewart, GA", Liberty County, GA,15.1,"$69,212"
819,"Mountain Brook, AL", Jefferson County, AL,8.1,"$69,212"
820,"Conway, SC", Horry County, SC,14.3,"$69,212"
821,"Waldorf, MD", Charles County, MD,6.6,"$69,212"
822,"Seffner, FL", Hillsborough County, FL,7.4,"$69,212"
823,"Slidell, LA", St. Tammany Parish, LA,11.8,"$69,212"
824,"Greenwood, AR", Sebastian County, AR,15.6,"$69,212"
825,"Trussville, AL", Jefferson County, AL,8.1,"$69,212"
826,"Decatur, AL", Clearfield County, AL,15.4,"$69,212"
827,"Pembroke Pines, FL", Broward County, FL,12.6,"$69,212"
828,"Columbus, GA", Muscogee County, GA,20.1,"$69,212"
829,"Tucker, GA", DeKalb County, GA,17.4,"$69,212"
830,"Delta State, ",Delta County, ,17.2,"$69,212"
831,"Bradenton, FL", Manatee County, FL,10.4,"$69,212"
832,"Lawrenceville, GA", Gwinnett County, GA,9.2,"$69,212"
833,"Cottondale, AL", Tuscaloosa County, AL,16.8,"$69,212"
